campaign_id,platform,impressions,clicks,conversions,spend,revenue
camp 1,generic,2385,5,10,1.6484,718.1158
camp 1,generic,3,0,0,0.0003,0.0
camp 1,generic,18,0,0,0.0012,0.0
camp 1,generic,128,0,0,0.07,0.0
camp 1,generic,25,1,0,0.0101,0.0
camp 1,generic,2,0,0,0.0013,0.0
camp 1,generic,227,2,0,0.04,0.0
camp 1,generic,37725,604,292,109.2256,13955.4559
camp 1,generic,316,3,0,0.1332,0.0
camp 1,generic,3205,43,5,4.3524,386.0571
camp 1,generic,6115,43,26,11.4653,1432.0267
camp 1,generic,18737,89,53,14.0352,2040.5825
camp 1,generic,528,3,0,0.3899,0.0
camp 1,generic,16341,138,44,27.4235,2003.7878
camp 1,generic,99,0,0,0.0354,0.0
camp 1,generic,21,0,0,0.0261,0.0
camp 1,generic,1,0,0,0.0003,0.0
camp 1,generic,127,0,0,0.0199,0.0
camp 1,generic,568,3,0,0.4528,0.0
camp 1,generic,1077,4,0,0.7478,0.0
camp 1,generic,37,1,0,0.0242,0.0
camp 1,generic,1610,14,1,1.2585,47.2907
camp 1,generic,19,0,0,0.0302,0.0
camp 1,generic,75469,381,142,85.5732,7572.6765
camp 1,generic,218025,2580,1098,288.8021,48478.939
camp 1,generic,29885,197,110,12.5282,3155.4044
camp 1,generic,263433,1389,550,298.372,26513.1695
camp 1,generic,8,0,0,0.0064,0.0
camp 1,generic,697,0,0,0.1761,0.0
camp 1,generic,296,0,0,0.3525,0.0
camp 1,generic,137,0,0,0.0555,0.0
camp 1,generic,2594,7,0,0.5242,0.0
camp 1,generic,7896,48,5,4.2377,480.5038
camp 1,generic,10551,187,49,13.8148,3186.2213
camp 1,generic,2401,25,3,0.9842,249.1551
camp 1,generic,28458,125,16,14.9093,1575.1406
camp 1,generic,15,0,0,0.1136,0.0
camp 2,generic,6830,21,0,0.5662,0.0
camp 2,generic,120,10,0,0.1763,0.0
camp 2,generic,37667,257,2,5.1364,45.1086
camp 2,generic,11,0,0,0.0131,0.0
camp 2,generic,24732,332,7,5.7613,621.2062
camp 2,generic,2777,75,6,4.5796,259.055
camp 2,generic,153848,2887,32,42.975,1295.2089
camp 2,generic,10281,67,1,1.5913,271.1359
camp 2,generic,30775,646,10,25.2605,475.0316
camp 2,generic,3525,46,0,1.6818,0.0
camp 2,generic,22321,104,0,3.32,0.0
camp 2,generic,54924,1011,5,14.6796,449.0835
camp 2,generic,248736,12871,177,218.442,14019.5709
camp 2,generic,29213,809,11,14.1759,1102.4831
camp 2,generic,108683,1646,21,46.1501,1418.2008
camp 2,generic,8703,65,0,1.4708,0.0
camp 2,generic,5306,141,0,3.4741,0.0
camp 2,generic,155,1,0,0.0957,0.0
camp 2,generic,53413,261,3,6.358,315.6002
camp 2,generic,5,0,0,0.0061,0.0
camp 2,generic,36376,457,13,13.8641,1299.2108
camp 2,generic,38674,2219,21,25.994,1225.7491
camp 2,generic,1497,26,0,0.9008,0.0
camp 2,generic,217310,2655,33,59.0606,3778.4949
camp 2,generic,1,0,0,0.0008,0.0
camp 2,generic,197,0,0,0.0252,0.0
camp 2,generic,3,0,0,0.0012,0.0
camp 2,generic,450,0,0,0.0232,0.0
camp 2,generic,879,14,0,0.1788,0.0
camp 2,generic,165,0,0,0.0666,0.0
camp 2,generic,7,1,0,0.0046,0.0
camp 2,generic,1897,15,1,0.1579,60.073
camp 2,generic,10061,169,1,2.6276,14.8674
camp 2,generic,40411,1407,38,22.9936,2894.3824
camp 2,generic,1920,13,0,0.181,0.0
camp 2,generic,577,7,0,0.3399,0.0
camp 2,generic,39,2,0,0.0276,0.0
camp 2,generic,4785,30,0,0.3849,0.0
camp 2,generic,7195,71,3,2.0863,399.334
camp 2,generic,7382,166,2,5.3826,21.5226
camp 2,generic,536,14,0,0.3788,0.0
camp 2,generic,17093,179,3,4.3357,241.3291
camp 2,generic,15334,57,0,2.5186,0.0
camp 2,generic,5579,96,1,6.2983,384.6698
camp 2,generic,1626,24,0,0.6474,0.0
camp 2,generic,47593,210,0,4.3905,0.0
camp 2,generic,1,0,0,0.0008,0.0
camp 2,generic,6,0,0,0.0089,0.0
camp 2,generic,79654,1011,9,25.9816,1376.0583
camp 2,generic,78293,2359,84,92.4581,4869.2005
camp 2,generic,15589,308,7,6.5244,749.3899
camp 2,generic,228774,2878,22,55.7754,2461.2087
camp 2,generic,12,0,0,0.014,0.0
camp 2,generic,14,0,0,0.0022,0.0
camp 3,generic,2142,0,0,0.3173,0.0
camp 3,generic,18,1,0,0.012,0.0
camp 3,generic,12367,14,0,2.4808,0.0
camp 3,generic,5410,3,0,0.1737,0.0
camp 3,generic,14,0,0,0.0189,0.0
camp 3,generic,13562,37,0,0.5328,0.0
camp 3,generic,9612,18,0,0.5346,0.0
camp 3,generic,30,0,0,0.0349,0.0
camp 3,generic,28707,129,0,2.3232,0.0
camp 3,generic,4358,5,0,0.7907,0.0
camp 3,generic,5091,45,8,4.2985,650.7556
camp 3,generic,2593,5,0,1.257,0.0
camp 3,generic,8582,22,2,2.0228,112.7987
camp 3,generic,2592,6,0,0.1887,0.0
camp 3,generic,1514,8,1,1.1896,170.716
camp 3,generic,93,0,0,0.0454,0.0
camp 3,generic,5006,9,0,0.1449,0.0
camp 3,generic,7725,40,0,0.7919,0.0
camp 3,generic,5325,97,1,4.2074,393.1419
camp 3,generic,993,9,1,0.4913,17.9411
camp 3,generic,13177,37,1,0.7263,3.071
camp 3,generic,3271,12,0,0.8653,0.0
camp 3,generic,692,12,1,0.4169,161.1871
camp 3,generic,172,3,0,0.1084,0.0
camp 3,generic,16696,38,4,4.2962,792.1835
camp 3,generic,1,1,0,0.002,0.0
camp 3,generic,8540,53,0,0.4279,0.0
camp 3,generic,334,4,0,0.1885,0.0
camp 3,generic,1,0,0,0.0002,0.0
camp 3,generic,24154,57,0,0.886,0.0
camp 3,generic,13784,130,0,1.3715,0.0
camp 3,generic,1078,31,1,0.5955,20.5406
camp 3,generic,26,0,0,0.0116,0.0
camp 3,generic,49081,160,2,3.1819,312.6909
camp 3,generic,57,0,0,0.0106,0.0
camp 3,generic,2,0,0,0.0008,0.0
camp 3,generic,113,0,0,0.0043,0.0
camp 3,generic,45,0,0,0.001,0.0
camp 3,generic,3,0,0,0.0012,0.0
camp 3,generic,66,0,0,0.0007,0.0
camp 3,generic,170,1,0,0.0089,0.0
camp 3,generic,1,0,0,0.0004,0.0
camp 3,generic,229,0,0,0.0026,0.0
camp 3,generic,3140,18,2,1.0674,161.1467
camp 3,generic,3059,11,0,0.1502,0.0
camp 3,generic,6778,57,0,0.6429,0.0
camp 3,generic,559,2,0,0.1105,0.0
camp 3,generic,90,0,0,0.0631,0.0
camp 3,generic,15,0,0,0.0108,0.0
camp 3,generic,1141,2,0,0.1604,0.0
camp 3,generic,2831,9,0,0.1117,0.0
camp 3,generic,13,0,0,0.0188,0.0
camp 3,generic,1,0,0,0.0008,0.0
camp 3,generic,1116,0,0,0.0195,0.0
camp 3,generic,4531,19,0,0.285,0.0
camp 3,generic,84,1,0,0.0546,0.0
camp 3,generic,13,0,0,0.0087,0.0
camp 3,generic,2756,6,0,0.0853,0.0
camp 3,generic,5964,14,0,1.1739,0.0
camp 3,generic,721,1,0,0.7755,0.0
camp 3,generic,1220,4,1,0.4507,105.7878
camp 3,generic,14462,29,3,2.5468,324.893
camp 3,generic,1,0,0,0.0008,0.0
camp 3,generic,1,0,0,0.0015,0.0
camp 3,generic,3627,11,0,0.2615,0.0
camp 3,generic,192,1,0,0.1832,0.0
camp 3,generic,30,1,0,0.008,0.0
camp 3,generic,19283,32,0,0.5611,0.0
camp 3,generic,12413,54,1,1.3377,34.8728
camp 3,generic,632,5,0,0.6349,0.0
camp 3,generic,397,2,0,0.1299,0.0
camp 3,generic,46611,112,0,2.1918,0.0
camp 3,generic,3,0,0,0.0011,0.0
camp 1,generic,18,0,0,0.0261,0.0
camp 1,generic,15547,99,19,15.3935,1423.7894
camp 1,generic,11646,97,37,21.3905,1160.6199
camp 1,generic,122771,1019,389,149.4557,19506.8248
camp 1,generic,233,1,0,0.0494,0.0
camp 1,generic,18,0,0,0.0307,0.0
camp 1,generic,1762,7,0,0.4474,0.0
camp 1,generic,1825,7,0,1.0,0.0
camp 1,generic,495,14,1,0.7924,24.4759
camp 1,generic,12996,96,16,5.7888,1065.3158
camp 1,generic,36800,179,24,32.9791,1384.6234
camp 1,generic,291047,6666,2208,272.2507,100614.3206
camp 1,generic,41129,336,103,18.9876,7079.6523
camp 1,generic,108378,871,454,211.4785,18184.6366
camp 1,generic,379,2,0,0.0777,0.0
camp 1,generic,774,13,0,0.6532,0.0
camp 1,generic,264,1,0,0.1154,0.0
camp 1,generic,745,2,0,0.2228,0.0
camp 1,generic,3326,19,1,1.3703,11.3181
camp 1,generic,14469,442,46,12.7964,2405.5191
camp 1,generic,2766,32,3,1.2866,52.5512
camp 1,generic,8068,49,28,6.1436,1822.8962
camp 1,generic,26,0,0,0.0573,0.0
camp 1,generic,32401,199,93,35.4052,5378.8237
camp 1,generic,62102,965,403,43.4878,22786.2566
camp 1,generic,2710,17,4,1.4856,283.7393
camp 1,generic,206288,1545,685,251.9423,32369.7415
camp 1,generic,255,9,0,0.0983,0.0
camp 1,generic,220,2,0,0.1308,0.0
camp 1,generic,4,0,0,0.0017,0.0
camp 1,generic,2482,7,6,0.6796,646.2789
camp 1,generic,3181,28,4,2.1121,129.1918
camp 1,generic,2721,85,6,1.7961,233.9876
camp 1,generic,205,2,0,0.1229,0.0
camp 1,generic,21395,156,11,10.393,580.6308
camp 1,generic,1092,0,0,0.4804,0.0
camp 1,generic,391,0,0,0.1563,0.0
camp 1,generic,12,0,0,0.0079,0.0
camp 1,generic,2178,2,0,1.073,0.0
camp 1,generic,5,0,0,0.0016,0.0
camp 1,generic,1,0,0,0.0003,0.0
camp 1,generic,14,0,0,0.0022,0.0
camp 1,generic,61,0,0,0.0119,0.0
camp 1,generic,14,0,0,0.0055,0.0
camp 1,generic,1,0,0,0.0006,0.0
camp 1,generic,148,0,0,0.0159,0.0
camp 1,generic,32444,468,308,85.3372,20853.9918
camp 1,generic,301,2,0,0.136,0.0
camp 1,generic,2459,37,2,2.7777,91.9446
camp 1,generic,4590,34,23,9.6391,1395.0208
camp 1,generic,14949,107,39,11.0783,1026.2956
camp 1,generic,286,2,0,0.1946,0.0
camp 1,generic,14751,86,27,20.4018,1924.4393
camp 1,generic,64,0,0,0.0157,0.0
camp 1,generic,20,1,0,0.0183,0.0
camp 1,generic,1,0,0,0.0003,0.0
camp 1,generic,216,0,0,0.0407,0.0
camp 1,generic,428,4,0,0.3015,0.0
camp 1,generic,715,8,1,0.4864,58.5235
camp 1,generic,30,0,0,0.021,0.0
camp 1,generic,1367,10,4,0.6497,70.2016
camp 1,generic,25,0,0,0.0358,0.0
camp 1,generic,59288,283,110,61.4023,6663.7537
camp 1,generic,179662,1935,1005,231.8833,43738.2323
camp 1,generic,18061,139,58,7.6688,1757.5071
camp 1,generic,225596,1100,776,236.6966,31346.8728
camp 1,generic,30,0,0,0.024,0.0
camp 1,generic,613,3,0,0.1645,0.0
camp 1,generic,295,8,1,0.347,69.8683
camp 1,generic,109,1,0,0.0443,0.0
camp 1,generic,2283,10,4,0.5055,48.2986
camp 1,generic,6042,20,2,3.6292,291.8491
camp 1,generic,7698,127,19,9.6159,752.8078
camp 1,generic,1219,15,2,0.5182,126.4989
camp 1,generic,24242,138,21,9.7219,426.6489
camp 1,generic,7,0,0,0.0056,0.0
camp 1,generic,16,0,0,0.0635,0.0
camp 2,generic,5396,15,0,0.4486,0.0
camp 2,generic,124,2,0,0.1717,0.0
camp 2,generic,35357,216,0,4.4805,0.0
camp 2,generic,19308,262,0,4.3755,0.0
camp 2,generic,2535,43,0,4.0511,0.0
camp 2,generic,135957,2570,35,35.5588,2382.0965
camp 2,generic,6847,37,0,1.1236,0.0
camp 2,generic,19887,441,6,16.0695,263.6491
camp 2,generic,2526,26,0,1.1102,0.0
camp 2,generic,17828,104,1,2.4157,86.5989
camp 2,generic,40573,902,10,11.033,470.4816
camp 2,generic,159293,7977,136,139.0487,13465.0555
camp 2,generic,22402,592,17,9.9914,761.1532
camp 2,generic,82335,1052,18,26.4632,876.4412
camp 2,generic,4,0,0,0.0084,0.0
camp 2,generic,7241,67,0,1.3391,0.0
camp 2,generic,5232,114,1,3.4383,27.2887
camp 2,generic,86,1,0,0.0531,0.0
camp 2,generic,47360,276,4,5.4304,147.3348
camp 2,generic,4,0,0,0.0059,0.0
camp 2,generic,29210,345,4,11.1779,455.964
camp 2,generic,37718,2040,15,25.018,1353.2279
camp 2,generic,719,15,0,0.4149,0.0
camp 2,generic,184155,2497,45,47.0555,3047.2213
camp 2,generic,147,0,0,0.0166,0.0
camp 2,generic,1,0,0,0.0006,0.0
camp 2,generic,454,0,0,0.0101,0.0
camp 2,generic,731,2,0,0.1331,0.0
camp 2,generic,113,0,0,0.0451,0.0
camp 2,generic,7,0,0,0.0046,0.0
camp 2,generic,1990,6,0,0.1529,0.0
camp 2,generic,9862,182,1,2.2676,9.1984
camp 2,generic,35831,1545,18,17.9887,3474.7545
camp 2,generic,1537,11,0,0.1716,0.0
camp 2,generic,489,12,4,0.3151,171.918
camp 2,generic,46,0,0,0.0308,0.0
camp 2,generic,4226,30,0,0.3585,0.0
camp 2,generic,5787,93,0,1.8266,0.0
camp 2,generic,5304,82,1,3.7703,181.7297
camp 2,generic,270,16,0,0.1835,0.0
camp 2,generic,15526,219,2,3.1377,20.1699
camp 2,generic,11420,62,0,1.8742,0.0
camp 2,generic,4697,48,1,5.0725,3.7993
camp 2,generic,1180,20,1,0.4755,7.1054
camp 2,generic,42362,249,0,3.3994,0.0
camp 2,generic,1,0,0,0.0008,0.0
camp 2,generic,10,0,0,0.0144,0.0
camp 2,generic,58049,706,4,18.7143,143.5625
camp 2,generic,59542,1639,70,68.0053,6277.5029
camp 2,generic,9214,185,5,3.9183,920.3267
camp 2,generic,196643,2789,24,40.3025,2300.5482
camp 2,generic,19,0,0,0.0152,0.0
camp 2,generic,2,0,0,0.0016,0.0
camp 3,generic,1897,5,0,0.3217,0.0
camp 3,generic,17,0,0,0.025,0.0
camp 3,generic,15406,29,5,3.2096,504.4626
camp 3,generic,1,0,0,0.0007,0.0
camp 3,generic,6769,13,0,0.2805,0.0
camp 3,generic,15,1,0,0.0215,0.0
camp 3,generic,22951,33,0,1.1136,0.0
camp 3,generic,10813,16,0,0.7444,0.0
camp 3,generic,27,0,0,0.0353,0.0
camp 3,generic,50189,181,0,4.7576,0.0
camp 3,generic,4313,13,1,0.9696,24.5825
camp 3,generic,5006,39,3,4.3603,255.4107
camp 3,generic,3473,6,0,1.5713,0.0
camp 3,generic,10763,14,1,2.4883,26.3956
camp 3,generic,4231,16,0,0.4224,0.0
camp 3,generic,1730,7,0,1.2534,0.0
camp 3,generic,307,2,0,0.1412,0.0
camp 3,generic,8897,6,0,0.2925,0.0
camp 3,generic,11413,46,0,1.4651,0.0
camp 3,generic,7246,109,0,5.3004,0.0
camp 3,generic,2428,36,0,1.1071,0.0
camp 3,generic,21174,39,0,1.3132,0.0
camp 3,generic,1,0,0,0.0008,0.0
camp 3,generic,3685,10,0,1.139,0.0
camp 3,generic,1013,17,1,0.6378,25.849
camp 3,generic,134,0,0,0.0857,0.0
camp 3,generic,23131,93,3,6.794,311.0623
camp 3,generic,1,0,0,0.0008,0.0
camp 3,generic,10271,76,0,0.7332,0.0
camp 3,generic,496,8,0,0.2828,0.0
camp 3,generic,5,0,0,0.0013,0.0
camp 3,generic,43045,96,0,1.9295,0.0
camp 3,generic,3,0,0,0.0026,0.0
camp 3,generic,17419,124,0,2.2597,0.0
camp 3,generic,1874,65,0,1.0696,0.0
camp 3,generic,42,0,0,0.0147,0.0
camp 3,generic,79618,273,2,6.7852,123.9655
camp 3,generic,110,1,0,0.0164,0.0
camp 3,generic,2,0,0,0.0007,0.0
camp 3,generic,119,0,0,0.0066,0.0
camp 3,generic,137,1,0,0.007,0.0
camp 3,generic,3,0,0,0.0011,0.0
camp 3,generic,192,0,0,0.0019,0.0
camp 3,generic,210,1,0,0.016,0.0
camp 3,generic,2,0,0,0.0007,0.0
camp 3,generic,497,0,0,0.0092,0.0
camp 3,generic,4421,14,2,1.8357,89.625
camp 3,generic,5744,26,0,0.3925,0.0
camp 3,generic,11686,79,0,1.369,0.0
camp 3,generic,568,3,5,0.1635,166.9588
camp 3,generic,112,0,0,0.0841,0.0
camp 3,generic,17,0,0,0.0097,0.0
camp 3,generic,1386,2,0,0.2275,0.0
camp 3,generic,3229,12,0,0.1355,0.0
camp 3,generic,27,0,0,0.0322,0.0
camp 3,generic,2056,2,0,0.0403,0.0
camp 3,generic,4503,6,0,0.3432,0.0
camp 3,generic,114,1,0,0.0943,0.0
camp 3,generic,16,0,0,0.0089,0.0
camp 3,generic,4545,9,0,0.1584,0.0
camp 3,generic,6149,10,0,1.4341,0.0
camp 3,generic,860,16,3,0.8763,328.1186
camp 3,generic,1144,4,1,0.4441,58.874
camp 3,generic,17236,36,11,3.3124,503.6627
camp 3,generic,2,0,0,0.0016,0.0
camp 3,generic,1,0,0,0.0021,0.0
camp 3,generic,6208,26,0,0.5707,0.0
camp 3,generic,249,5,0,0.2606,0.0
camp 3,generic,91,0,0,0.0202,0.0
camp 3,generic,28360,68,0,0.8095,0.0
camp 3,generic,1,0,0,0.0015,0.0
camp 3,generic,19765,60,0,2.3432,0.0
camp 3,generic,963,24,0,0.7945,0.0
camp 3,generic,789,6,0,0.2627,0.0
camp 3,generic,66140,181,0,3.3617,0.0
camp 3,generic,4,0,0,0.0032,0.0
camp 3,generic,1,0,0,0.0001,0.0
camp 3,generic,3,0,0,0.0001,0.0
camp 1,generic,27,0,0,0.0385,0.0
camp 1,generic,16918,115,22,17.9278,1739.762
camp 1,generic,12397,89,85,22.2276,4200.9739
camp 1,generic,138088,958,386,162.2405,19695.6339
camp 1,generic,278,0,0,0.0459,0.0
camp 1,generic,34,0,0,0.0625,0.0
camp 1,generic,1978,6,1,0.4328,7.0121
camp 1,generic,1950,8,0,0.5836,0.0
camp 1,generic,425,0,0,0.7033,0.0
camp 1,generic,14946,100,11,7.0791,838.4317
camp 1,generic,41403,227,66,37.0145,3128.2297
camp 1,generic,311579,7020,2387,299.9221,132863.0182
camp 1,generic,48415,406,196,23.026,7753.2121
camp 1,generic,122565,845,360,226.149,17280.6922
camp 1,generic,554,2,0,0.1326,0.0
camp 1,generic,812,10,4,0.6909,177.6503
camp 1,generic,329,4,0,0.154,0.0
camp 1,generic,1187,1,0,0.2742,0.0
camp 1,generic,4104,33,0,1.6224,0.0
camp 1,generic,16227,445,52,14.5121,3012.7133
camp 1,generic,3536,43,14,1.669,749.6778
camp 1,generic,9726,70,10,7.6538,424.6225
camp 1,generic,16,0,0,0.0273,0.0
camp 1,generic,33843,183,59,37.0868,4558.8246
camp 1,generic,64753,940,332,45.2957,18629.1885
camp 1,generic,2913,18,0,1.6441,0.0
camp 1,generic,220208,1536,768,269.423,41462.4797
camp 1,generic,242,0,0,0.0755,0.0
camp 1,generic,204,14,1,0.1314,26.6888
camp 1,generic,27,0,0,0.0175,0.0
camp 1,generic,2449,13,0,0.5583,0.0
camp 1,generic,3178,22,3,2.0154,24.8085
camp 1,generic,2869,88,7,1.8962,155.0264
camp 1,generic,229,1,0,0.1391,0.0
camp 1,generic,22469,193,14,12.4383,576.2706
camp 1,generic,1009,5,4,0.4148,64.2959
camp 1,generic,410,3,1,0.1639,49.805
camp 1,generic,10,0,0,0.0065,0.0
camp 1,generic,2800,6,3,0.8059,96.8771
camp 1,generic,3,0,0,0.0001,0.0
camp 1,generic,39,0,0,0.0007,0.0
camp 1,generic,88,2,5,0.0264,235.814
camp 1,generic,19,0,0,0.0075,0.0
camp 1,generic,222,0,0,0.0272,0.0
camp 1,generic,36608,526,353,94.5339,15422.7485
camp 1,generic,330,0,0,0.1238,0.0
camp 1,generic,2860,39,5,3.6141,547.6954
camp 1,generic,5127,47,21,10.8614,1486.43
camp 1,generic,14294,141,19,10.3228,1068.614
camp 1,generic,220,9,5,0.1606,333.2911
camp 1,generic,16161,107,60,21.1896,2103.306
camp 1,generic,66,1,0,0.0192,0.0
camp 1,generic,29,0,0,0.0187,0.0
camp 1,generic,172,0,0,0.0138,0.0
camp 1,generic,540,2,1,0.4957,38.9017
camp 1,generic,684,9,5,0.5107,409.1184
camp 1,generic,9,0,0,0.0046,0.0
camp 1,generic,1422,3,0,0.6658,0.0
camp 1,generic,31,0,0,0.0456,0.0
camp 1,generic,60677,276,123,64.9201,7411.3268
camp 1,generic,194530,2223,1063,250.4306,51783.3768
camp 1,generic,19806,141,95,8.3746,3662.7097
camp 1,generic,245663,1094,621,248.3015,27491.7953
camp 1,generic,30,0,0,0.024,0.0
camp 1,generic,609,0,0,0.1794,0.0
camp 1,generic,269,5,0,0.3474,0.0
camp 1,generic,116,0,0,0.0519,0.0
camp 1,generic,2374,5,0,0.442,0.0
camp 1,generic,6247,27,5,3.4975,285.3593
camp 1,generic,8189,131,25,10.1154,1326.9922
camp 1,generic,1613,14,5,0.6643,34.3809
camp 1,generic,27273,142,9,11.2061,760.63
camp 1,generic,10,0,0,0.008,0.0
camp 1,generic,15,0,0,0.0114,0.0
camp 2,generic,3,0,0,0.0031,0.0
camp 2,generic,5257,19,0,0.3934,0.0
camp 2,generic,96,1,0,0.1403,0.0
camp 2,generic,37480,260,0,4.5505,0.0
camp 2,generic,2,0,0,0.0027,0.0
camp 2,generic,19849,256,6,4.2442,648.3315
camp 2,generic,2606,79,0,4.0201,0.0
camp 2,generic,146274,2521,27,37.3736,1585.102
camp 2,generic,7935,50,1,1.1416,6.532
camp 2,generic,19129,461,16,15.5935,1631.4822
camp 2,generic,2894,31,1,1.2676,424.036
camp 2,generic,20892,112,0,2.2813,0.0
camp 2,generic,42666,709,8,11.1274,421.4058
camp 2,generic,158704,7947,145,142.9453,12558.1248
camp 2,generic,23987,655,18,10.8161,1514.7034
camp 2,generic,90607,1139,9,27.6742,685.9145
camp 2,generic,8358,38,0,1.1597,0.0
camp 2,generic,4563,98,0,2.9823,0.0
camp 2,generic,77,1,0,0.0468,0.0
camp 2,generic,48958,234,1,5.1938,5.3857
camp 2,generic,4,0,0,0.0073,0.0
camp 2,generic,30200,372,2,10.6474,117.8466
camp 2,generic,35080,1721,24,23.3992,1441.1124
camp 2,generic,761,4,0,0.4317,0.0
camp 2,generic,191396,2335,42,47.2973,49237.1297
camp 2,generic,119,0,0,0.0121,0.0
camp 2,generic,11,0,0,0.0043,0.0
camp 2,generic,839,0,0,0.0134,0.0
camp 2,generic,722,9,0,0.1537,0.0
camp 2,generic,153,0,0,0.0611,0.0
camp 2,generic,10,0,0,0.0065,0.0
camp 2,generic,3295,6,0,0.1626,0.0
camp 2,generic,10032,216,1,2.2103,17.9435
camp 2,generic,36828,1494,12,17.8927,824.5637
camp 2,generic,1914,5,0,0.191,0.0
camp 2,generic,413,6,0,0.2352,0.0
camp 2,generic,29,0,0,0.0172,0.0
camp 2,generic,4342,14,0,0.3886,0.0
camp 2,generic,6212,59,0,2.0764,0.0
camp 2,generic,4826,81,1,3.5809,46.6322
camp 2,generic,218,8,0,0.144,0.0
camp 2,generic,16302,205,1,3.4679,86.7047
camp 2,generic,10874,58,3,1.6734,70.8548
camp 2,generic,4232,71,1,4.437,41.7397
camp 2,generic,981,15,0,0.4017,0.0
camp 2,generic,43389,224,4,3.1372,9.8866
camp 2,generic,12,0,0,0.0096,0.0
camp 2,generic,7,0,0,0.0104,0.0
camp 2,generic,56939,691,6,18.2512,1118.2582
camp 2,generic,60049,1506,51,67.9727,4434.3268
camp 2,generic,8717,173,1,3.6921,16.1569
camp 2,generic,205672,2627,37,41.5226,2008.4585
camp 2,generic,31,0,0,0.0248,0.0
camp 2,generic,23,0,0,0.0027,0.0
camp 3,generic,2251,6,0,0.4488,0.0
camp 3,generic,24,0,0,0.0262,0.0
camp 3,generic,20177,48,9,4.326,1570.9386
camp 3,generic,7939,6,0,0.3558,0.0
camp 3,generic,24,0,0,0.0314,0.0
camp 3,generic,35207,90,0,1.8478,0.0
camp 3,generic,12208,28,0,0.9623,0.0
camp 3,generic,42,0,0,0.0415,0.0
camp 3,generic,76883,254,6,7.9585,762.9346
camp 3,generic,5248,13,0,1.1694,0.0
camp 3,generic,6198,55,7,5.5162,380.3099
camp 3,generic,5090,12,0,2.3511,0.0
camp 3,generic,14620,12,1,3.5902,45.459
camp 3,generic,7015,31,0,0.6807,0.0
camp 3,generic,2599,12,0,1.8189,0.0
camp 3,generic,653,6,0,0.2872,0.0
camp 3,generic,14033,16,0,0.5117,0.0
camp 3,generic,16769,73,0,2.1823,0.0
camp 3,generic,10534,144,0,7.8413,0.0
camp 3,generic,4906,33,0,2.2195,0.0
camp 3,generic,32070,53,0,2.2504,0.0
camp 3,generic,4024,11,2,1.3754,109.3684
camp 3,generic,1215,10,0,0.7665,0.0
camp 3,generic,165,0,0,0.1018,0.0
camp 3,generic,28320,88,6,8.2735,578.349
camp 3,generic,15844,80,0,0.9944,0.0
camp 3,generic,650,12,0,0.366,0.0
camp 3,generic,1,0,0,0.0002,0.0
camp 3,generic,55959,122,0,2.6896,0.0
camp 3,generic,23070,128,0,2.744,0.0
camp 3,generic,2287,54,0,1.315,0.0
camp 3,generic,56,0,0,0.0281,0.0
camp 3,generic,105002,356,5,9.5694,248.1598
camp 3,generic,104,0,0,0.0165,0.0
camp 3,generic,240,0,0,0.0126,0.0
camp 3,generic,166,0,0,0.0039,0.0
camp 3,generic,1,0,0,0.0003,0.0
camp 3,generic,538,1,0,0.0051,0.0
camp 3,generic,274,0,0,0.0207,0.0
camp 3,generic,6,0,0,0.0023,0.0
camp 3,generic,1317,1,1,0.0145,32.6212
camp 3,generic,5616,23,2,2.5576,365.2858
camp 3,generic,7694,54,0,0.6013,0.0
camp 3,generic,16340,128,0,2.1535,0.0
camp 3,generic,534,2,1,0.1923,89.4384
camp 3,generic,118,0,0,0.0831,0.0
camp 3,generic,18,0,0,0.0067,0.0
camp 3,generic,1651,0,0,0.2912,0.0
camp 3,generic,4306,17,0,0.202,0.0
camp 3,generic,42,0,0,0.0386,0.0
camp 3,generic,2,0,0,0.0007,0.0
camp 3,generic,2785,1,0,0.0644,0.0
camp 3,generic,5319,17,0,0.5054,0.0
camp 3,generic,142,1,0,0.1005,0.0
camp 3,generic,51,0,0,0.025,0.0
camp 3,generic,5943,5,0,0.2285,0.0
camp 3,generic,2,0,0,0.002,0.0
camp 3,generic,6793,8,1,1.6013,16.7038
camp 3,generic,1054,10,1,1.0438,61.963
camp 3,generic,1455,5,2,0.5777,60.6298
camp 3,generic,21680,38,2,4.3957,145.64
camp 3,generic,3,0,0,0.0024,0.0
camp 3,generic,2,0,0,0.0021,0.0
camp 3,generic,7429,20,0,0.7246,0.0
camp 3,generic,385,2,0,0.3574,0.0
camp 3,generic,125,0,0,0.0293,0.0
camp 3,generic,40706,84,0,1.1255,0.0
camp 3,generic,3,0,0,0.0042,0.0
camp 3,generic,23754,83,0,2.9741,0.0
camp 3,generic,1496,21,0,1.3129,0.0
camp 3,generic,1183,3,0,0.3726,0.0
camp 3,generic,90991,208,1,4.8343,180.6616
camp 3,generic,4,0,0,0.0032,0.0
camp 3,generic,1,0,0,0.0003,0.0
camp 3,generic,2,0,0,0.0,0.0
camp 3,generic,4,0,0,0.0005,0.0
camp 1,generic,19184,140,45,21.9251,1349.6733
camp 1,generic,14182,127,50,25.5392,1541.0349
camp 1,generic,162877,1261,442,191.9376,22622.4744
camp 1,generic,444,1,0,0.0684,0.0
camp 1,generic,15,0,0,0.0246,0.0
camp 1,generic,2476,14,1,0.5558,7.8072
