date,campaign_id,campaign_name,platform,spend,impressions,clicks,conversions,revenue
2025-11-30,campaign_26,Google Campaign 26,google,466.82,83629,2055,101,13718.79
2025-12-01,campaign_26,Google Campaign 26,google,596.46,116048,4271,114,9118.35
2025-12-02,campaign_26,Google Campaign 26,google,567.68,105118,3402,148,16960.92
2025-12-03,campaign_26,Google Campaign 26,google,591.61,114168,4797,109,9270.53
2025-12-04,campaign_26,Google Campaign 26,google,489.55,78176,2664,75,6249.62
2025-12-05,campaign_26,Google Campaign 26,google,615.83,123707,2773,119,6191.09
2025-12-06,campaign_26,Google Campaign 26,google,545.54,114211,3116,120,6409.9
2025-12-07,campaign_26,Google Campaign 26,google,627.7,151202,4332,127,4764.52
2025-12-08,campaign_26,Google Campaign 26,google,606.7,120068,4047,188,15912.0
2025-12-09,campaign_26,Google Campaign 26,google,546.61,97462,2322,58,3054.65
2025-12-10,campaign_26,Google Campaign 26,google,593.74,114991,3648,75,12621.15
2025-12-11,campaign_26,Google Campaign 26,google,651.65,138519,3024,127,16478.77
2025-12-12,campaign_26,Google Campaign 26,google,587.19,112468,4221,91,5137.85
2025-12-13,campaign_26,Google Campaign 26,google,491.18,92586,2694,121,14538.52
2025-12-14,campaign_26,Google Campaign 26,google,630.36,152485,4447,176,17404.93
2025-12-15,campaign_26,Google Campaign 26,google,662.93,143354,4611,192,28260.47
2025-12-16,campaign_26,Google Campaign 26,google,751.46,184197,5145,205,19486.36
2025-12-17,campaign_26,Google Campaign 26,google,631.14,129937,4421,168,7633.09
2025-12-18,campaign_26,Google Campaign 26,google,693.83,157030,6458,234,11197.05
2025-12-19,campaign_26,Google Campaign 26,google,599.33,117166,3764,125,17478.33
2025-11-20,campaign_27,Tiktok Campaign 27,tiktok,629.38,99414,793,17,614.88
2025-11-21,campaign_27,Tiktok Campaign 27,tiktok,760.84,145280,1367,10,857.32
2025-11-22,campaign_27,Tiktok Campaign 27,tiktok,593.81,104110,1063,14,1396.17
2025-11-23,campaign_27,Tiktok Campaign 27,tiktok,590.77,103046,1079,15,754.77
2025-11-24,campaign_27,Tiktok Campaign 27,tiktok,681.33,116502,1351,23,1952.18
2025-11-25,campaign_27,Tiktok Campaign 27,tiktok,594.67,88748,785,12,837.24
2025-11-26,campaign_27,Tiktok Campaign 27,tiktok,650.51,106200,845,14,733.81
2025-11-27,campaign_27,Tiktok Campaign 27,tiktok,609.86,93340,1089,17,1592.09
2025-11-28,campaign_27,Tiktok Campaign 27,tiktok,709.25,126246,1687,30,1345.15
2025-11-29,campaign_27,Tiktok Campaign 27,tiktok,568.7,95490,599,9,336.76
2025-11-30,campaign_27,Tiktok Campaign 27,tiktok,523.43,80893,831,12,1742.51
2025-12-01,campaign_27,Tiktok Campaign 27,tiktok,729.88,133697,1130,19,1052.2
2025-12-02,campaign_27,Tiktok Campaign 27,tiktok,681.42,116531,1585,30,2162.4
2025-12-03,campaign_27,Tiktok Campaign 27,tiktok,653.51,107180,1351,23,664.77
2025-12-04,campaign_27,Tiktok Campaign 27,tiktok,608.3,92865,928,10,903.35
2025-12-05,campaign_27,Tiktok Campaign 27,tiktok,659.67,109212,1215,10,1043.76
2025-12-06,campaign_27,Tiktok Campaign 27,tiktok,673.44,133905,1527,32,2118.84
2025-12-07,campaign_27,Tiktok Campaign 27,tiktok,583.66,100583,1121,20,1226.02
2025-12-08,campaign_27,Tiktok Campaign 27,tiktok,581.5,84861,1031,16,897.63
2025-12-09,campaign_27,Tiktok Campaign 27,tiktok,712.3,127332,1569,25,1652.16
2025-12-10,campaign_27,Tiktok Campaign 27,tiktok,719.42,129890,1835,28,1506.62
2025-12-11,campaign_27,Tiktok Campaign 27,tiktok,695.07,121246,997,9,1058.33
2025-12-12,campaign_27,Tiktok Campaign 27,tiktok,587.97,86761,763,12,774.85
2025-12-13,campaign_27,Tiktok Campaign 27,tiktok,606.79,108709,928,15,1176.47
2025-12-14,campaign_27,Tiktok Campaign 27,tiktok,642.37,121835,1525,26,1777.66
2025-12-15,campaign_27,Tiktok Campaign 27,tiktok,702.01,123680,981,10,1060.8
2025-12-16,campaign_27,Tiktok Campaign 27,tiktok,721.61,130683,1336,18,1038.85
2025-12-17,campaign_27,Tiktok Campaign 27,tiktok,721.36,130591,1291,19,1619.19
2025-12-18,campaign_27,Tiktok Campaign 27,tiktok,617.55,95710,1164,26,3415.89
2025-12-19,campaign_27,Tiktok Campaign 27,tiktok,770.73,149081,1445,38,1365.61
2025-11-20,campaign_28,Snapchat Campaign 28,snapchat,525.31,74043,522,7,1113.28
2025-11-21,campaign_28,Snapchat Campaign 28,snapchat,580.07,90284,786,10,434.72
2025-11-22,campaign_28,Snapchat Campaign 28,snapchat,468.59,69314,519,5,729.16
2025-11-23,campaign_28,Snapchat Campaign 28,snapchat,468.26,69215,599,5,559.06
2025-11-24,campaign_28,Snapchat Campaign 28,snapchat,556.07,82968,694,4,255.56
2025-11-25,campaign_28,Snapchat Campaign 28,snapchat,471.38,59620,304,3,198.05
2025-11-26,campaign_28,Snapchat Campaign 28,snapchat,528.8,75029,821,5,624.54
2025-11-27,campaign_28,Snapchat Campaign 28,snapchat,514.1,70917,520,6,381.6
2025-11-28,campaign_28,Snapchat Campaign 28,snapchat,499.05,66824,658,6,503.42
2025-11-29,campaign_28,Snapchat Campaign 28,snapchat,427.51,57692,476,4,613.5
2025-11-30,campaign_28,Snapchat Campaign 28,snapchat,460.03,66802,559,6,220.11
2025-12-01,campaign_28,Snapchat Campaign 28,snapchat,558.32,83639,626,8,333.08
2025-12-02,campaign_28,Snapchat Campaign 28,snapchat,625.26,104899,527,5,290.79
2025-12-03,campaign_28,Snapchat Campaign 28,snapchat,585.33,91929,675,9,587.0
2025-12-04,campaign_28,Snapchat Campaign 28,snapchat,568.12,86603,734,7,541.92
2025-12-05,campaign_28,Snapchat Campaign 28,snapchat,488.24,63960,471,6,575.5
2025-12-06,campaign_28,Snapchat Campaign 28,snapchat,455.77,65571,549,5,766.17
2025-12-07,campaign_28,Snapchat Campaign 28,snapchat,414.68,54281,569,10,440.86
2025-12-08,campaign_28,Snapchat Campaign 28,snapchat,491.92,64928,503,5,651.89
2025-12-09,campaign_28,Snapchat Campaign 28,snapchat,587.25,92533,782,12,2208.29
2025-12-10,campaign_28,Snapchat Campaign 28,snapchat,592.81,94292,407,3,206.69
2025-12-11,campaign_28,Snapchat Campaign 28,snapchat,579.52,90112,796,10,384.12
2025-12-12,campaign_28,Snapchat Campaign 28,snapchat,589.97,93391,454,4,219.6
2025-12-13,campaign_28,Snapchat Campaign 28,snapchat,424.99,57014,391,5,285.55
2025-12-14,campaign_28,Snapchat Campaign 28,snapchat,385.81,46986,442,6,243.61
2025-12-15,campaign_28,Snapchat Campaign 28,snapchat,482.41,62443,394,4,347.25
2025-12-16,campaign_28,Snapchat Campaign 28,snapchat,496.95,66264,513,7,223.95
2025-12-17,campaign_28,Snapchat Campaign 28,snapchat,511.7,70254,516,9,253.88
2025-12-18,campaign_28,Snapchat Campaign 28,snapchat,574.14,88448,762,9,638.61
2025-12-19,campaign_28,Snapchat Campaign 28,snapchat,527.46,74649,378,6,420.01
2025-11-20,campaign_29,Linkedin Campaign 29,linkedin,497.91,37434,255,1,113.63
2025-11-21,campaign_29,Linkedin Campaign 29,linkedin,626.25,59217,392,9,306.55
2025-11-22,campaign_29,Linkedin Campaign 29,linkedin,411.76,30118,151,1,141.46
2025-11-23,campaign_29,Linkedin Campaign 29,linkedin,491.97,42995,262,2,142.3
2025-11-24,campaign_29,Linkedin Campaign 29,linkedin,527.22,41970,143,2,269.39
2025-11-25,campaign_29,Linkedin Campaign 29,linkedin,511.57,39516,151,3,268.22
2025-11-26,campaign_29,Linkedin Campaign 29,linkedin,500.95,37892,213,3,252.94
2025-11-27,campaign_29,Linkedin Campaign 29,linkedin,535.12,43238,215,4,521.34
2025-11-28,campaign_29,Linkedin Campaign 29,linkedin,480.33,34837,234,4,165.93
2025-11-29,campaign_29,Linkedin Campaign 29,linkedin,469.79,39206,213,5,229.94
2025-11-30,campaign_29,Linkedin Campaign 29,linkedin,438.97,34230,196,1,141.33
2025-12-01,campaign_29,Linkedin Campaign 29,linkedin,499.4,37657,140,3,303.92
2025-12-02,campaign_29,Linkedin Campaign 29,linkedin,563.0,47860,225,3,423.88
2025-12-03,campaign_29,Linkedin Campaign 29,linkedin,656.01,64979,355,5,612.88
2025-12-04,campaign_29,Linkedin Campaign 29,linkedin,586.72,51978,293,3,269.23
2025-12-05,campaign_29,Linkedin Campaign 29,linkedin,492.95,36692,159,3,283.01
2025-12-06,campaign_29,Linkedin Campaign 29,linkedin,527.2,49372,182,3,178.17
2025-12-07,campaign_29,Linkedin Campaign 29,linkedin,471.87,39553,215,2,190.86
2025-12-08,campaign_29,Linkedin Campaign 29,linkedin,598.4,54068,302,6,200.59
2025-12-09,campaign_29,Linkedin Campaign 29,linkedin,582.89,51302,296,9,1029.29
2025-12-10,campaign_29,Linkedin Campaign 29,linkedin,660.72,65916,343,6,334.94
2025-12-11,campaign_29,Linkedin Campaign 29,linkedin,541.37,44253,258,6,657.71
2025-12-12,campaign_29,Linkedin Campaign 29,linkedin,539.71,43983,221,8,699.64
2025-12-13,campaign_29,Linkedin Campaign 29,linkedin,407.68,29523,160,3,262.08
2025-12-14,campaign_29,Linkedin Campaign 29,linkedin,461.42,37820,201,5,653.44
2025-12-15,campaign_29,Linkedin Campaign 29,linkedin,512.87,39717,217,2,250.29
2025-12-16,campaign_29,Linkedin Campaign 29,linkedin,533.46,42969,266,6,605.29
2025-12-17,campaign_29,Linkedin Campaign 29,linkedin,583.65,51436,293,5,370.25
2025-12-18,campaign_29,Linkedin Campaign 29,linkedin,488.29,36001,193,3,300.2
2025-12-19,campaign_29,Linkedin Campaign 29,linkedin,582.94,51310,283,7,646.09
2025-11-20,campaign_30,Meta Campaign 30,meta,716.86,110288,1688,29,1017.15
2025-11-21,campaign_30,Meta Campaign 30,meta,665.88,95159,1356,20,2228.22
2025-11-22,campaign_30,Meta Campaign 30,meta,513.89,66678,868,22,1710.42
2025-11-23,campaign_30,Meta Campaign 30,meta,416.3,43757,773,13,1104.36
2025-11-24,campaign_30,Meta Campaign 30,meta,563.61,68174,1145,15,1127.0
2025-11-25,campaign_30,Meta Campaign 30,meta,546.54,64107,998,22,2382.98
2025-11-26,campaign_30,Meta Campaign 30,meta,582.88,72915,1074,31,3852.42
2025-11-27,campaign_30,Meta Campaign 30,meta,643.31,88819,1081,22,3008.74
2025-11-28,campaign_30,Meta Campaign 30,meta,593.74,75657,1195,25,1042.34
2025-11-29,campaign_30,Meta Campaign 30,meta,489.76,60562,1125,36,4420.49
2025-11-30,campaign_30,Meta Campaign 30,meta,464.61,54503,739,22,607.12
2025-12-01,campaign_30,Meta Campaign 30,meta,565.96,68744,1295,35,4376.72
2025-12-02,campaign_30,Meta Campaign 30,meta,579.28,72017,1128,23,3227.89
2025-12-03,campaign_30,Meta Campaign 30,meta,673.94,97475,1571,27,1705.9
2025-12-04,campaign_30,Meta Campaign 30,meta,577.48,71571,1013,17,2197.62
2025-12-05,campaign_30,Meta Campaign 30,meta,621.37,82863,1766,56,3891.9
2025-12-06,campaign_30,Meta Campaign 30,meta,504.39,64236,1339,28,1006.4
2025-12-07,campaign_30,Meta Campaign 30,meta,556.52,78198,926,20,1599.98
2025-12-08,campaign_30,Meta Campaign 30,meta,587.94,74186,1482,38,1599.02
2025-12-09,campaign_30,Meta Campaign 30,meta,548.37,64537,952,26,2602.12
2025-12-10,campaign_30,Meta Campaign 30,meta,711.31,108586,1533,36,3184.3
2025-12-11,campaign_30,Meta Campaign 30,meta,606.86,79039,1359,24,2943.24
2025-12-12,campaign_30,Meta Campaign 30,meta,525.84,59343,942,27,3298.78
2025-12-13,campaign_30,Meta Campaign 30,meta,466.85,55030,857,17,618.17
2025-12-14,campaign_30,Meta Campaign 30,meta,513.55,66588,618,13,678.45
2025-12-15,campaign_30,Meta Campaign 30,meta,652.03,91243,1544,20,914.72
2025-12-16,campaign_30,Meta Campaign 30,meta,608.98,79591,1365,34,1139.38
2025-12-17,campaign_30,Meta Campaign 30,meta,590.99,74959,1240,41,2782.39
2025-12-18,campaign_30,Meta Campaign 30,meta,565.78,68698,1090,26,1733.12
2025-12-19,campaign_30,Meta Campaign 30,meta,552.54,65521,1079,25,1400.35
2025-11-20,campaign_31,Google Campaign 31,google,291.17,52912,1478,42,2780.24
2025-11-21,campaign_31,Google Campaign 31,google,362.77,82133,3074,91,3418.72
2025-11-22,campaign_31,Google Campaign 31,google,290.22,61841,1814,93,4193.14
2025-11-23,campaign_31,Google Campaign 31,google,263.7,51056,1079,37,3450.38
2025-11-24,campaign_31,Google Campaign 31,google,337.0,70875,1813,55,5834.81
2025-11-25,campaign_31,Google Campaign 31,google,279.23,48658,1456,41,1434.11
2025-11-26,campaign_31,Google Campaign 31,google,317.99,63106,2096,52,3029.38
2025-11-27,campaign_31,Google Campaign 31,google,332.92,69172,2364,50,3111.05
2025-11-28,campaign_31,Google Campaign 31,google,301.74,56822,2354,84,10842.56
2025-11-29,campaign_31,Google Campaign 31,google,277.66,56606,2119,63,4619.94
2025-11-30,campaign_31,Google Campaign 31,google,252.56,46834,1542,43,4321.92
2025-12-01,campaign_31,Google Campaign 31,google,274.73,47102,1455,57,7129.09
2025-12-02,campaign_31,Google Campaign 31,google,376.74,88578,2963,95,6400.81
2025-12-03,campaign_31,Google Campaign 31,google,274.13,46897,917,36,3405.93
2025-12-04,campaign_31,Google Campaign 31,google,393.31,96540,2916,79,5255.9
2025-12-05,campaign_31,Google Campaign 31,google,309.56,59805,1714,67,5262.4
2025-12-06,campaign_31,Google Campaign 31,google,240.86,42594,1389,28,2339.07
2025-12-07,campaign_31,Google Campaign 31,google,248.09,45189,889,57,5949.38
2025-12-08,campaign_31,Google Campaign 31,google,288.91,52090,1656,45,6290.14
2025-12-09,campaign_31,Google Campaign 31,google,353.76,78100,2258,80,8042.46
2025-12-10,campaign_31,Google Campaign 31,google,317.89,63065,2043,85,4955.52
2025-12-11,campaign_31,Google Campaign 31,google,306.17,58500,1530,69,5228.42
2025-12-12,campaign_31,Google Campaign 31,google,318.69,63383,1943,81,9518.82
2025-12-13,campaign_31,Google Campaign 31,google,288.36,61052,1859,81,4252.44
2025-12-14,campaign_31,Google Campaign 31,google,280.68,57843,2433,96,12908.07
2025-12-15,campaign_31,Google Campaign 31,google,361.48,81550,2049,49,2095.48
2025-12-16,campaign_31,Google Campaign 31,google,324.24,65611,3041,81,8193.98
2025-12-17,campaign_31,Google Campaign 31,google,329.82,67889,2537,78,2623.97
2025-12-18,campaign_31,Google Campaign 31,google,262.63,43044,1455,25,1775.46
2025-12-19,campaign_31,Google Campaign 31,google,316.97,62701,1752,54,6708.55
2025-11-20,campaign_32,Tiktok Campaign 32,tiktok,358.47,66400,534,7,397.97
2025-11-21,campaign_32,Tiktok Campaign 32,tiktok,336.52,58517,652,10,833.72
2025-11-22,campaign_32,Tiktok Campaign 32,tiktok,254.17,39272,483,9,923.76
2025-11-23,campaign_32,Tiktok Campaign 32,tiktok,284.5,49204,579,5,575.77
2025-11-24,campaign_32,Tiktok Campaign 32,tiktok,342.53,60626,621,9,560.19
2025-11-25,campaign_32,Tiktok Campaign 32,tiktok,396.23,81128,830,10,1278.26
2025-11-26,campaign_32,Tiktok Campaign 32,tiktok,341.46,60249,490,4,472.01
2025-11-27,campaign_32,Tiktok Campaign 32,tiktok,339.98,59728,477,7,536.63
2025-11-28,campaign_32,Tiktok Campaign 32,tiktok,387.88,77744,669,8,560.35
2025-11-29,campaign_32,Tiktok Campaign 32,tiktok,336.87,68986,815,11,800.41
2025-11-30,campaign_32,Tiktok Campaign 32,tiktok,272.14,45022,419,9,1451.86
2025-12-01,campaign_32,Tiktok Campaign 32,tiktok,364.36,68601,717,10,732.51
2025-12-02,campaign_32,Tiktok Campaign 32,tiktok,331.65,56837,441,8,947.63
2025-12-03,campaign_32,Tiktok Campaign 32,tiktok,359.84,66909,534,3,321.25
2025-12-04,campaign_32,Tiktok Campaign 32,tiktok,300.77,46745,378,6,284.36
2025-12-05,campaign_32,Tiktok Campaign 32,tiktok,342.01,60442,783,10,1086.69
2025-12-06,campaign_32,Tiktok Campaign 32,tiktok,295.36,53033,586,13,2113.18
2025-12-07,campaign_32,Tiktok Campaign 32,tiktok,276.46,46463,602,9,360.18
2025-12-08,campaign_32,Tiktok Campaign 32,tiktok,328.27,55685,547,9,582.52
2025-12-09,campaign_32,Tiktok Campaign 32,tiktok,318.6,52450,566,6,345.39
2025-12-10,campaign_32,Tiktok Campaign 32,tiktok,324.75,54496,541,4,387.39
2025-12-11,campaign_32,Tiktok Campaign 32,tiktok,271.42,38067,283,2,270.95
2025-12-12,campaign_32,Tiktok Campaign 32,tiktok,308.13,49062,549,7,739.03
2025-12-13,campaign_32,Tiktok Campaign 32,tiktok,280.04,47675,549,10,515.01
2025-12-14,campaign_32,Tiktok Campaign 32,tiktok,269.63,44194,545,7,1002.57
2025-12-15,campaign_32,Tiktok Campaign 32,tiktok,328.59,55792,738,16,645.98
2025-12-16,campaign_32,Tiktok Campaign 32,tiktok,301.46,46959,542,6,761.43
2025-12-17,campaign_32,Tiktok Campaign 32,tiktok,286.8,42503,473,7,270.51
2025-12-18,campaign_32,Tiktok Campaign 32,tiktok,350.49,63477,580,7,680.61
2025-12-19,campaign_32,Tiktok Campaign 32,tiktok,288.36,42968,469,8,753.58
2025-11-20,campaign_33,Snapchat Campaign 33,snapchat,86.89,10285,94,1,137.79
2025-11-21,campaign_33,Snapchat Campaign 33,snapchat,104.79,14961,141,0,0.0
2025-11-22,campaign_33,Snapchat Campaign 33,snapchat,91.36,13378,90,0,0.0
2025-11-23,campaign_33,Snapchat Campaign 33,snapchat,85.38,11682,108,1,61.38
2025-11-24,campaign_33,Snapchat Campaign 33,snapchat,98.37,13183,84,1,69.63
2025-11-25,campaign_33,Snapchat Campaign 33,snapchat,120.87,19905,98,1,55.83
2025-11-26,campaign_33,Snapchat Campaign 33,snapchat,96.4,12661,42,0,0.0
2025-11-27,campaign_33,Snapchat Campaign 33,snapchat,111.08,16810,148,1,64.97
2025-11-28,campaign_33,Snapchat Campaign 33,snapchat,132.08,23766,122,1,121.01
2025-11-29,campaign_33,Snapchat Campaign 33,snapchat,83.13,11076,92,1,95.82
2025-11-30,campaign_33,Snapchat Campaign 33,snapchat,105.52,17845,166,1,112.41
2025-12-01,campaign_33,Snapchat Campaign 33,snapchat,94.19,12086,84,0,0.0
2025-12-02,campaign_33,Snapchat Campaign 33,snapchat,103.74,14661,109,1,85.52
2025-12-03,campaign_33,Snapchat Campaign 33,snapchat,110.22,16551,148,1,62.63
2025-12-04,campaign_33,Snapchat Campaign 33,snapchat,108.14,15932,136,1,95.03
2025-12-05,campaign_33,Snapchat Campaign 33,snapchat,99.22,13412,81,1,99.49
2025-12-06,campaign_33,Snapchat Campaign 33,snapchat,93.39,13980,129,1,97.76
2025-12-07,campaign_33,Snapchat Campaign 33,snapchat,88.77,12630,109,1,88.19
2025-12-08,campaign_33,Snapchat Campaign 33,snapchat,97.47,12943,118,1,50.91
2025-12-09,campaign_33,Snapchat Campaign 33,snapchat,112.41,17214,144,1,125.76
2025-12-10,campaign_33,Snapchat Campaign 33,snapchat,100.44,13743,126,1,179.09
2025-12-11,campaign_33,Snapchat Campaign 33,snapchat,105.61,15194,122,2,266.2
2025-12-12,campaign_33,Snapchat Campaign 33,snapchat,117.27,18736,150,1,41.18
2025-12-13,campaign_33,Snapchat Campaign 33,snapchat,85.01,11583,77,1,172.49
2025-12-14,campaign_33,Snapchat Campaign 33,snapchat,76.3,9330,59,0,0.0
2025-12-15,campaign_33,Snapchat Campaign 33,snapchat,95.11,12324,68,0,0.0
2025-12-16,campaign_33,Snapchat Campaign 33,snapchat,94.0,12037,96,1,96.5
2025-12-17,campaign_33,Snapchat Campaign 33,snapchat,101.06,13915,85,1,127.61
2025-12-18,campaign_33,Snapchat Campaign 33,snapchat,107.63,15783,133,1,93.78
2025-12-19,campaign_33,Snapchat Campaign 33,snapchat,113.62,17586,107,1,41.07
2025-11-20,campaign_34,Linkedin Campaign 34,linkedin,189.03,14979,81,1,90.7
2025-11-21,campaign_34,Linkedin Campaign 34,linkedin,171.75,12365,58,1,41.21
2025-11-22,campaign_34,Linkedin Campaign 34,linkedin,157.9,12296,78,1,46.87
2025-11-23,campaign_34,Linkedin Campaign 34,linkedin,174.75,15061,63,1,154.99
2025-11-24,campaign_34,Linkedin Campaign 34,linkedin,216.97,19735,87,1,178.18
2025-11-25,campaign_34,Linkedin Campaign 34,linkedin,174.45,12757,43,0,0.0
2025-11-26,campaign_34,Linkedin Campaign 34,linkedin,197.27,16314,80,1,133.47
2025-11-27,campaign_34,Linkedin Campaign 34,linkedin,210.91,18648,98,1,106.18
2025-11-28,campaign_34,Linkedin Campaign 34,linkedin,171.71,12360,92,1,140.37
2025-11-29,campaign_34,Linkedin Campaign 34,linkedin,154.01,11698,69,1,72.43
2025-11-30,campaign_34,Linkedin Campaign 34,linkedin,168.33,13974,59,1,57.24
2025-12-01,campaign_34,Linkedin Campaign 34,linkedin,218.98,20101,129,3,396.44
2025-12-02,campaign_34,Linkedin Campaign 34,linkedin,204.49,17529,85,1,107.98
2025-12-03,campaign_34,Linkedin Campaign 34,linkedin,225.64,21342,150,4,201.16
2025-12-04,campaign_34,Linkedin Campaign 34,linkedin,224.91,21205,109,1,132.23
2025-12-05,campaign_34,Linkedin Campaign 34,linkedin,181.93,13874,66,1,56.93
2025-12-06,campaign_34,Linkedin Campaign 34,linkedin,167.61,13855,69,1,123.66
2025-12-07,campaign_34,Linkedin Campaign 34,linkedin,158.01,12313,70,1,85.89
2025-12-08,campaign_34,Linkedin Campaign 34,linkedin,222.43,20740,111,2,149.11
2025-12-09,campaign_34,Linkedin Campaign 34,linkedin,213.06,19029,61,1,85.35
2025-12-10,campaign_34,Linkedin Campaign 34,linkedin,171.07,12268,73,1,62.91
2025-12-11,campaign_34,Linkedin Campaign 34,linkedin,164.84,11390,64,1,133.23
2025-12-12,campaign_34,Linkedin Campaign 34,linkedin,246.36,25443,122,2,115.87
2025-12-13,campaign_34,Linkedin Campaign 34,linkedin,183.59,16622,84,1,156.87
2025-12-14,campaign_34,Linkedin Campaign 34,linkedin,183.94,16686,54,1,48.66
2025-12-15,campaign_34,Linkedin Campaign 34,linkedin,175.21,12868,75,1,38.12
2025-12-16,campaign_34,Linkedin Campaign 34,linkedin,191.89,15435,81,2,160.77
2025-12-17,campaign_34,Linkedin Campaign 34,linkedin,186.5,14581,92,2,108.75
2025-12-18,campaign_34,Linkedin Campaign 34,linkedin,197.6,16367,114,2,121.04
2025-12-19,campaign_34,Linkedin Campaign 34,linkedin,204.66,17558,76,1,91.07
2025-11-20,campaign_35,Meta Campaign 35,meta,504.16,55526,1040,16,1359.26
2025-11-21,campaign_35,Meta Campaign 35,meta,482.06,50764,667,15,1699.86
2025-11-22,campaign_35,Meta Campaign 35,meta,514.82,68116,606,14,1884.85
2025-11-23,campaign_35,Meta Campaign 35,meta,491.43,62068,1132,26,3759.91
2025-11-24,campaign_35,Meta Campaign 35,meta,454.74,45173,491,12,1281.35
2025-11-25,campaign_35,Meta Campaign 35,meta,611.6,81712,1032,30,3530.19
2025-11-26,campaign_35,Meta Campaign 35,meta,599.37,78476,1400,44,6299.31
2025-11-27,campaign_35,Meta Campaign 35,meta,562.87,69210,990,34,2888.59
2025-11-28,campaign_35,Meta Campaign 35,meta,438.4,41985,437,4,332.24
2025-11-29,campaign_35,Meta Campaign 35,meta,488.64,61365,981,22,1686.9
2025-11-30,campaign_35,Meta Campaign 35,meta,660.59,112150,1604,60,2743.42
2025-12-01,campaign_35,Meta Campaign 35,meta,606.44,80339,1481,29,1955.53
2025-12-02,campaign_35,Meta Campaign 35,meta,541.38,64026,1231,43,4494.48
2025-12-03,campaign_35,Meta Campaign 35,meta,524.17,60020,1099,22,2358.09
2025-12-04,campaign_35,Meta Campaign 35,meta,671.18,98409,1421,32,1617.97
2025-12-05,campaign_35,Meta Campaign 35,meta,601.56,79052,1245,42,6730.46
2025-12-06,campaign_35,Meta Campaign 35,meta,453.8,52925,844,18,1390.1
2025-12-07,campaign_35,Meta Campaign 35,meta,554.05,78891,1129,38,4126.79
2025-12-08,campaign_35,Meta Campaign 35,meta,553.17,66845,1025,32,4144.83
2025-12-09,campaign_35,Meta Campaign 35,meta,621.33,84335,1159,29,1811.59
2025-12-10,campaign_35,Meta Campaign 35,meta,598.97,78374,1147,33,3139.82
2025-12-11,campaign_35,Meta Campaign 35,meta,591.52,76435,1305,59,8676.33
2025-12-12,campaign_35,Meta Campaign 35,meta,609.16,81062,951,12,441.91
2025-12-13,campaign_35,Meta Campaign 35,meta,497.63,63642,1024,19,2093.88
2025-12-14,campaign_35,Meta Campaign 35,meta,445.52,51012,822,16,588.16
2025-12-15,campaign_35,Meta Campaign 35,meta,611.24,81615,1179,31,3030.84
2025-12-16,campaign_35,Meta Campaign 35,meta,476.9,49684,1101,18,1577.14
2025-12-17,campaign_35,Meta Campaign 35,meta,606.85,80448,1212,41,2656.55
2025-12-18,campaign_35,Meta Campaign 35,meta,530.78,61543,776,15,1296.45
2025-12-19,campaign_35,Meta Campaign 35,meta,622.78,84728,1321,28,3529.12
2025-11-20,campaign_36,Google Campaign 36,google,848.78,152718,5667,235,7915.15
2025-11-21,campaign_36,Google Campaign 36,google,961.08,195807,4124,141,9685.22
2025-11-22,campaign_36,Google Campaign 36,google,799.52,159421,4825,186,24792.54
2025-11-23,campaign_36,Google Campaign 36,google,780.63,151976,3271,150,15667.29
2025-11-24,campaign_36,Google Campaign 36,google,1036.78,227864,5576,176,13230.82
2025-11-25,campaign_36,Google Campaign 36,google,899.02,171335,5007,194,16721.16
2025-11-26,campaign_36,Google Campaign 36,google,900.81,172018,4285,193,9438.45
2025-11-27,campaign_36,Google Campaign 36,google,888.72,167431,2941,81,7810.87
2025-11-28,campaign_36,Google Campaign 36,google,944.96,189293,7116,313,18745.25
2025-11-29,campaign_36,Google Campaign 36,google,784.0,153290,4176,149,11817.8
2025-11-30,campaign_36,Google Campaign 36,google,773.4,149173,4658,88,11726.91
2025-12-01,campaign_36,Google Campaign 36,google,1081.69,248035,6167,192,21727.35
2025-12-02,campaign_36,Google Campaign 36,google,1017.68,219549,3944,144,12901.67
2025-12-03,campaign_36,Google Campaign 36,google,872.2,161263,4886,51,5127.31
2025-12-04,campaign_36,Google Campaign 36,google,1053.99,235495,7337,213,20070.28
2025-12-05,campaign_36,Google Campaign 36,google,970.35,199601,5581,194,31948.03
2025-12-06,campaign_36,Google Campaign 36,google,794.4,157386,5047,178,21316.75
2025-12-07,campaign_36,Google Campaign 36,google,889.47,197312,5632,190,21895.61
2025-12-08,campaign_36,Google Campaign 36,google,822.94,143564,3964,90,6301.74
2025-12-09,campaign_36,Google Campaign 36,google,1016.38,218986,7921,331,43360.14
2025-12-10,campaign_36,Google Campaign 36,google,781.53,129479,3232,135,13966.22
2025-12-11,campaign_36,Google Campaign 36,google,866.9,159310,6289,215,12831.04
2025-12-12,campaign_36,Google Campaign 36,google,1021.5,221200,8090,273,32484.19
2025-12-13,campaign_36,Google Campaign 36,google,819.09,167319,4660,87,7013.47
2025-12-14,campaign_36,Google Campaign 36,google,756.96,142899,3303,22,2566.56
2025-12-15,campaign_36,Google Campaign 36,google,896.47,170362,5274,224,32027.15
2025-12-16,campaign_36,Google Campaign 36,google,1005.25,214215,5542,244,16427.59
2025-12-17,campaign_36,Google Campaign 36,google,1034.18,226724,5671,247,7978.92
2025-12-18,campaign_36,Google Campaign 36,google,801.04,136025,3676,159,22465.89
