date,source,day_of_week,is_weekend,emq_score,event_volume,event_loss_rate,data_freshness_min,api_success_rate,api_latency_ms,api_errors_count,match_rate,has_incident,incident_severity,health_score,health_status
2025-03-05,segment,2,0,9.12,30971,0.0668,21.2,0.9671,122.89,7,0.9023,0,0,86.6,healthy
2025-03-05,shopify,2,0,8.31,20745,0.0205,9.1,0.9844,113.18,7,0.8943,0,0,88.03,healthy
2025-03-05,stripe,2,0,10.0,4358,0.0322,9.11,0.9895,181.63,1,0.9343,0,0,96.15,healthy
2025-03-06,meta_capi,3,0,9.28,56763,0.0362,48.63,0.9762,67.04,5,0.8927,0,0,91.07,healthy
2025-03-06,google_analytics,3,0,7.27,81269,0.0255,1.33,0.9853,212.84,7,0.8425,0,0,82.35,healthy
2025-03-06,segment,3,0,9.13,35680,0.0263,28.2,0.9697,40.84,5,0.891,0,0,90.99,healthy
2025-03-06,shopify,3,0,7.91,18148,0.0211,2.75,0.9892,361.48,7,0.7726,0,0,86.21,healthy
2025-03-06,stripe,3,0,9.12,5347,0.0206,3.55,0.9867,15.89,3,0.7852,0,0,92.55,healthy
2025-03-07,meta_capi,4,0,8.79,56076,0.0215,13.04,0.9765,15.56,4,0.7607,0,0,90.21,healthy
2025-03-07,google_analytics,4,0,6.91,109000,0.0285,16.5,0.9825,198.2,7,0.7339,0,0,80.11,healthy
2025-03-07,segment,4,0,7.34,34058,0.0245,29.47,0.9674,39.78,5,0.7766,0,0,82.11,healthy
2025-03-07,shopify,4,0,7.82,21157,0.0226,12.07,0.9877,108.37,3,0.9842,0,0,85.94,healthy
2025-03-07,stripe,4,0,9.72,4571,0.0462,52.56,0.9908,15.43,4,0.8285,0,0,93.12,healthy
2025-03-08,meta_capi,5,1,8.23,37418,0.0225,3.69,0.9696,28.72,1,0.8742,0,0,87.3,healthy
2025-03-08,google_analytics,5,1,7.77,77007,0.0216,9.2,0.9878,9.85,3,0.9114,0,0,85.76,healthy
2025-03-08,segment,5,1,9.15,20731,0.0263,21.44,0.9692,66.8,7,0.8406,0,0,90.86,healthy
2025-03-08,shopify,5,1,8.07,14644,0.0441,10.7,0.9865,5.15,4,0.7435,0,0,84.86,healthy
2025-03-08,stripe,5,1,7.72,2920,0.0733,62.86,0.8926,661.67,55,0.7665,1,1,70.09,healthy
2025-03-09,meta_capi,6,1,8.41,28926,0.0202,26.3,0.9763,149.27,2,0.8834,0,0,88.66,healthy
2025-03-09,google_analytics,6,1,7.75,63433,0.0295,17.02,0.9881,188.46,6,0.8598,0,0,84.62,healthy
2025-03-09,segment,6,1,9.44,25116,0.0237,6.23,0.9696,58.48,5,0.9236,0,0,92.8,healthy
2025-03-09,shopify,6,1,8.16,12042,0.0544,8.88,0.9865,28.32,8,0.7926,0,0,83.89,healthy
2025-03-09,stripe,6,1,7.53,2690,0.0916,93.89,0.883,537.67,53,0.8374,1,1,63.93,risk
2025-03-10,meta_capi,0,0,9.11,42397,0.0333,11.37,0.9783,67.89,4,0.8371,0,0,90.75,healthy
2025-03-10,google_analytics,0,0,7.36,109320,0.0307,40.23,0.9814,83.61,4,0.8858,0,0,82.4,healthy
2025-03-10,segment,0,0,8.94,30922,0.0262,1.9,0.9503,24.17,3,0.8547,0,0,89.28,healthy
2025-03-10,shopify,0,0,7.52,17380,0.0284,5.27,0.9761,170.78,5,0.8539,0,0,83.08,healthy
2025-03-10,stripe,0,0,9.29,4453,0.0295,4.37,0.9907,44.51,7,0.9444,0,0,92.35,healthy
2025-03-11,meta_capi,1,0,7.74,56818,0.0225,7.19,0.9717,173.51,4,0.7084,0,0,84.64,healthy
2025-03-11,google_analytics,1,0,7.67,81306,0.0265,7.86,0.9891,106.83,5,0.9479,0,0,84.65,healthy
2025-03-11,segment,1,0,9.09,24921,0.0244,12.0,0.9674,179.36,4,0.8744,0,0,90.98,healthy
2025-03-11,shopify,1,0,8.87,21265,0.0207,7.54,0.989,17.06,3,0.8072,0,0,91.41,healthy
2025-03-11,stripe,1,0,8.74,5004,0.0331,47.59,0.9938,217.32,11,0.8661,0,0,88.99,healthy
2025-03-12,meta_capi,2,0,9.1,48626,0.0248,36.99,0.9786,185.93,5,0.857,0,0,91.45,healthy
2025-03-12,google_analytics,2,0,7.45,109134,0.0242,16.68,0.9818,293.29,4,0.871,0,0,83.53,healthy
2025-03-12,segment,2,0,9.64,25444,0.0479,3.0,0.9651,25.19,4,0.9044,0,0,91.27,healthy
2025-03-12,shopify,2,0,8.19,16673,0.025,1.58,0.9899,108.39,3,0.8626,0,0,87.67,healthy
2025-03-12,stripe,2,0,9.75,5852,0.0254,0.78,0.9948,85.32,2,0.8321,0,0,95.72,healthy
2025-03-13,meta_capi,3,0,5.46,31060,0.1251,174.63,0.7761,1032.19,105,0.6481,1,2,31.61,degraded
2025-03-13,google_analytics,3,0,7.72,88972,0.0226,25.5,0.9767,10.02,4,0.8735,0,0,84.76,healthy
2025-03-13,segment,3,0,8.99,29305,0.0241,7.53,0.9662,17.6,5,0.8171,0,0,90.38,healthy
2025-03-13,shopify,3,0,8.85,16453,0.0204,7.46,0.984,21.5,6,0.8067,0,0,90.81,healthy
2025-03-13,stripe,3,0,9.99,5346,0.0374,7.59,0.9942,133.92,3,0.8758,0,0,95.61,healthy
2025-03-14,meta_capi,4,0,8.95,57322,0.0234,9.46,0.9752,52.97,8,0.9415,0,0,90.35,healthy
2025-03-14,google_analytics,4,0,7.83,90121,0.0401,1.63,0.9893,387.05,9,0.8138,0,0,83.72,healthy
2025-03-14,segment,4,0,9.36,26799,0.0298,20.62,0.9688,6.18,3,0.7981,0,0,91.98,healthy
2025-03-14,shopify,4,0,7.86,23430,0.024,9.39,0.9899,8.51,2,0.7443,0,0,86.18,healthy
2025-03-14,stripe,4,0,8.86,4591,0.0309,50.42,0.9947,221.08,4,0.8595,0,0,90.55,healthy
2025-03-15,meta_capi,5,1,8.81,33692,0.0215,18.81,0.9783,74.54,7,0.838,0,0,90.13,healthy
2025-03-15,google_analytics,5,1,7.83,73743,0.029,0.25,0.9835,39.09,4,0.7931,0,0,85.01,healthy
2025-03-15,segment,5,1,9.12,17668,0.0251,19.58,0.9624,12.58,0,0.8823,0,0,91.19,healthy
2025-03-15,shopify,5,1,7.35,11272,0.0278,28.57,0.9742,83.41,4,0.8121,0,0,82.29,healthy
2025-03-15,stripe,5,1,9.33,3240,0.021,2.92,0.9732,58.72,8,0.8394,0,0,92.43,healthy
2025-03-16,meta_capi,6,1,8.1,36853,0.0214,12.96,0.9741,120.6,6,0.83,0,0,86.49,healthy
2025-03-16,google_analytics,6,1,8.54,79798,0.0222,2.01,0.9735,11.43,4,0.7993,0,0,88.77,healthy
2025-03-16,segment,6,1,9.59,18763,0.0302,25.73,0.9698,68.94,8,0.9639,0,0,92.63,healthy
2025-03-16,shopify,6,1,7.32,15129,0.0281,6.66,0.9779,2.12,4,0.8426,0,0,82.27,healthy
2025-03-16,stripe,6,1,10.0,3435,0.0253,40.94,0.9936,12.83,4,0.821,0,0,96.75,healthy
2025-03-17,meta_capi,0,0,8.73,59954,0.026,6.57,0.9774,12.23,6,0.801,0,0,89.32,healthy
2025-03-17,google_analytics,0,0,7.59,118182,0.0216,9.73,0.9854,87.16,4,0.8755,0,0,84.64,healthy
2025-03-17,segment,0,0,10.0,34462,0.0286,6.36,0.9619,77.71,4,0.9095,0,0,94.83,healthy
2025-03-17,shopify,0,0,7.89,20765,0.0208,42.09,0.983,88.34,6,0.7925,0,0,85.91,healthy
2025-03-17,stripe,0,0,9.72,5161,0.0475,16.73,0.9917,165.9,3,0.7234,0,0,93.13,healthy
2025-03-18,meta_capi,1,0,8.16,48797,0.0303,7.19,0.9797,91.49,4,0.8298,0,0,86.37,healthy
2025-03-18,google_analytics,1,0,7.66,94124,0.0361,12.13,0.9813,99.82,8,0.9104,0,0,82.97,healthy
2025-03-18,segment,1,0,9.07,33164,0.0274,3.86,0.9645,8.35,3,0.8193,0,0,90.55,healthy
2025-03-18,shopify,1,0,7.94,20093,0.0266,7.24,0.9809,15.7,2,0.822,0,0,85.86,healthy
2025-03-18,stripe,1,0,10.0,5115,0.0521,0.75,0.9945,4.51,3,0.8588,0,0,94.21,healthy
2025-03-19,meta_capi,2,0,8.26,41543,0.0219,2.04,0.9793,73.1,6,0.891,0,0,87.46,healthy
2025-03-19,google_analytics,2,0,8.08,96431,0.0267,8.05,0.9899,40.85,5,0.9193,0,0,86.71,healthy
2025-03-19,segment,2,0,8.84,26148,0.036,16.98,0.966,64.45,3,0.8393,0,0,88.59,healthy
2025-03-19,shopify,2,0,8.02,17797,0.0251,7.91,0.9709,19.95,8,0.8526,0,0,85.35,healthy
2025-03-19,stripe,2,0,9.37,5097,0.0252,11.0,0.9667,14.53,3,0.7965,0,0,92.39,healthy
2025-03-20,meta_capi,3,0,9.18,49676,0.0254,6.64,0.9755,85.71,4,0.7916,0,0,91.75,healthy
2025-03-20,google_analytics,3,0,7.48,111208,0.0283,4.54,0.9841,83.79,5,0.842,0,0,83.25,healthy
2025-03-20,segment,3,0,9.17,27458,0.0201,10.28,0.9683,132.65,3,0.9756,0,0,91.98,healthy
2025-03-20,shopify,3,0,8.12,20404,0.0252,11.05,0.9787,21.85,4,0.8122,0,0,86.59,healthy
2025-03-20,stripe,3,0,10.0,5826,0.0285,2.99,0.9934,22.15,5,0.8281,0,0,96.32,healthy
2025-03-21,meta_capi,4,0,7.76,45665,0.0251,25.06,0.9799,104.8,4,0.8547,0,0,84.86,healthy
2025-03-21,google_analytics,4,0,8.65,106521,0.0314,40.27,0.961,127.35,3,0.776,0,0,87.87,healthy
2025-03-21,segment,4,0,8.59,25657,0.0396,10.4,0.9644,27.32,8,0.814,0,0,86.4,healthy
2025-03-21,shopify,4,0,8.38,23725,0.025,2.1,0.9844,130.68,5,0.9027,0,0,88.12,healthy
2025-03-21,stripe,4,0,9.25,4538,0.0222,22.94,0.983,46.24,7,0.7791,0,0,92.48,healthy
2025-03-22,meta_capi,5,1,8.35,32437,0.0365,31.25,0.9782,195.69,8,0.8273,0,0,86.23,healthy
2025-03-22,google_analytics,5,1,7.32,78467,0.0398,2.22,0.9748,39.87,9,0.8136,0,0,80.46,healthy
2025-03-22,segment,5,1,8.97,17250,0.0326,9.68,0.9605,48.35,5,0.8536,0,0,89.1,healthy
2025-03-22,shopify,5,1,8.64,15845,0.0324,1.67,0.9809,111.17,6,0.8424,0,0,88.4,healthy
2025-03-22,stripe,5,1,9.54,3683,0.0232,4.29,0.9808,35.42,3,0.8594,0,0,94.1,healthy
2025-03-23,meta_capi,6,1,8.47,33000,0.0242,11.03,0.9771,211.96,5,0.8611,0,0,88.28,healthy
2025-03-23,google_analytics,6,1,6.72,67821,0.0354,3.27,0.9814,104.62,5,0.9373,0,0,78.65,healthy
2025-03-23,segment,6,1,9.0,24533,0.0242,0.84,0.9689,54.25,1,0.8511,0,0,90.91,healthy
2025-03-23,shopify,6,1,8.24,12139,0.0213,1.05,0.9836,264.24,4,0.884,0,0,87.85,healthy
2025-03-23,stripe,6,1,9.21,2849,0.0717,3.97,0.9947,21.06,3,0.8665,0,0,88.3,healthy
2025-03-24,meta_capi,0,0,8.55,57228,0.0401,0.15,0.9725,61.75,8,0.9521,0,0,86.57,healthy
2025-03-24,google_analytics,0,0,6.79,112754,0.0241,26.36,0.99,36.79,2,0.8241,0,0,80.84,healthy
2025-03-24,segment,0,0,8.11,29008,0.0247,31.3,0.9582,67.92,3,0.8736,0,0,85.71,healthy
2025-03-24,shopify,0,0,7.48,17314,0.0353,1.96,0.985,13.22,4,0.7914,0,0,82.71,healthy
2025-03-24,stripe,0,0,9.4,5707,0.0201,10.75,0.9877,273.02,6,0.861,0,0,93.76,healthy
2025-03-25,meta_capi,1,0,7.89,53824,0.0218,5.57,0.9765,159.18,4,0.858,0,0,85.7,healthy
2025-03-25,google_analytics,1,0,7.25,90959,0.0512,46.07,0.9878,4.41,5,0.8453,0,0,80.02,healthy
2025-03-25,segment,1,0,9.66,28111,0.0299,3.2,0.9692,278.17,6,0.8217,0,0,93.16,healthy
2025-03-25,shopify,1,0,7.51,20771,0.0368,7.22,0.9893,21.9,6,0.8301,0,0,82.76,healthy
2025-03-25,stripe,1,0,10.0,4360,0.0212,32.27,0.9929,115.16,2,0.8427,0,0,97.33,healthy
2025-03-26,meta_capi,2,0,7.8,47736,0.0208,2.39,0.9782,9.4,1,0.8796,0,0,85.74,healthy
2025-03-26,google_analytics,2,0,7.31,117042,0.0218,50.65,0.9888,135.31,5,0.8136,0,0,83.34,healthy
2025-03-26,segment,2,0,8.45,33117,0.0241,45.57,0.9633,90.99,3,0.7762,0,0,87.71,healthy
2025-03-26,shopify,2,0,8.15,19390,0.0242,48.88,0.9871,67.15,8,0.8588,0,0,86.89,healthy
2025-03-26,stripe,2,0,9.58,5483,0.0364,27.97,0.9925,5.26,6,0.8786,0,0,93.29,healthy
2025-03-27,meta_capi,3,0,7.79,45838,0.0338,9.88,0.9788,341.95,8,0.8609,0,0,83.72,healthy
2025-03-27,google_analytics,3,0,7.88,113563,0.028,2.49,0.9835,91.69,6,0.7906,0,0,85.16,healthy
2025-03-27,segment,3,0,8.83,33788,0.0291,7.5,0.9668,192.79,5,0.8114,0,0,89.06,healthy
2025-03-27,shopify,3,0,8.26,20282,0.0301,3.28,0.9888,4.24,9,0.8083,0,0,86.82,healthy
2025-03-27,stripe,3,0,9.2,4605,0.0276,12.47,0.9904,18.18,9,0.8682,0,0,91.84,healthy
2025-03-28,meta_capi,4,0,10.0,46688,0.0273,3.3,0.9718,20.55,4,0.7938,0,0,95.46,healthy
2025-03-28,google_analytics,4,0,7.78,116905,0.027,5.96,0.9833,3.74,3,0.8403,0,0,85.05,healthy
2025-03-28,segment,4,0,8.95,25024,0.0559,10.95,0.9652,27.0,3,0.9352,0,0,87.1,healthy
2025-03-28,shopify,4,0,7.64,20039,0.0346,0.96,0.9857,12.69,1,0.8195,0,0,83.93,healthy
2025-03-28,stripe,4,0,10.0,4524,0.0255,0.61,0.992,86.18,3,0.8394,0,0,96.75,healthy
2025-03-29,meta_capi,5,1,8.61,41527,0.0551,30.05,0.9754,120.69,6,0.8337,0,0,85.7,healthy
2025-03-29,google_analytics,5,1,7.49,81558,0.0294,11.86,0.9886,42.05,4,0.8156,0,0,83.53,healthy
2025-03-29,segment,5,1,9.69,17469,0.0315,40.45,0.9657,13.48,8,0.7684,0,0,92.76,healthy
2025-03-29,shopify,5,1,8.09,14987,0.0236,3.05,0.9829,64.28,2,0.8649,0,0,87.06,healthy
2025-03-29,stripe,5,1,8.91,4178,0.0223,2.1,0.9939,146.56,2,0.8448,0,0,91.83,healthy
2025-03-30,meta_capi,6,1,9.16,40393,0.0209,11.59,0.9678,49.1,8,0.8388,0,0,91.28,healthy
2025-03-30,google_analytics,6,1,8.01,82023,0.0223,23.99,0.9833,6.59,7,0.8885,0,0,86.28,healthy
2025-03-30,segment,6,1,9.53,18317,0.0495,3.7,0.968,141.14,5,0.8407,0,0,90.59,healthy
2025-03-30,shopify,6,1,7.36,13186,0.0251,0.89,0.9856,215.71,6,0.8451,0,0,82.99,healthy
2025-03-30,stripe,6,1,6.36,1989,0.1586,128.19,0.7915,1240.72,109,0.6549,1,2,37.79,degraded
2025-03-31,meta_capi,0,0,8.12,50994,0.0254,31.53,0.9789,175.14,4,0.8483,0,0,86.59,healthy
2025-03-31,google_analytics,0,0,7.28,87707,0.0214,5.3,0.9824,63.8,4,0.8897,0,0,83.0,healthy
2025-03-31,segment,0,0,8.34,34693,0.0262,18.55,0.9494,5.15,3,0.8469,0,0,86.23,healthy
2025-03-31,shopify,0,0,7.95,20847,0.0256,0.41,0.9823,1.06,9,0.7946,0,0,85.41,healthy
2025-03-31,stripe,0,0,9.51,4905,0.0233,47.87,0.9942,86.71,4,0.8781,0,0,94.51,healthy
2025-04-01,meta_capi,1,0,8.75,45175,0.0238,1.36,0.9782,339.8,4,0.7073,0,0,89.86,healthy
2025-04-01,google_analytics,1,0,7.34,90305,0.026,17.71,0.9834,538.64,4,0.8512,0,0,82.87,healthy
2025-04-01,segment,1,0,9.0,31238,0.0226,11.77,0.9641,72.4,6,0.9089,0,0,90.33,healthy
2025-04-01,shopify,1,0,7.96,22352,0.0286,6.28,0.9817,27.22,3,0.9255,0,0,85.71,healthy
2025-04-01,stripe,1,0,8.05,5933,0.0285,29.86,0.9942,84.21,5,0.8796,0,0,86.6,healthy
2025-04-02,meta_capi,2,0,8.31,59334,0.0517,4.27,0.9779,225.91,7,0.8773,0,0,84.57,healthy
2025-04-02,google_analytics,2,0,6.71,92625,0.0268,5.8,0.9889,37.03,9,0.7889,0,0,79.44,healthy
2025-04-02,segment,2,0,9.07,32874,0.0224,27.64,0.9698,185.67,4,0.8171,0,0,91.22,healthy
2025-04-02,shopify,2,0,8.6,20358,0.0213,5.13,0.9886,24.02,7,0.7736,0,0,89.61,healthy
2025-04-02,stripe,2,0,9.4,4533,0.0271,22.56,0.9852,186.35,3,0.8268,0,0,93.26,healthy
2025-04-03,meta_capi,3,0,8.49,46587,0.0318,21.8,0.9782,166.93,7,0.8446,0,0,87.48,healthy
2025-04-03,google_analytics,3,0,7.74,102730,0.0232,9.65,0.988,86.59,5,0.8177,0,0,85.26,healthy
2025-04-03,segment,3,0,8.53,30049,0.0239,4.48,0.9669,14.3,7,0.822,0,0,87.9,healthy
2025-04-03,shopify,3,0,8.14,21171,0.0261,11.28,0.9898,101.88,3,0.9098,0,0,87.27,healthy
2025-04-03,stripe,3,0,10.0,4326,0.0211,2.36,0.9845,75.12,6,0.8823,0,0,96.5,healthy
2025-04-04,meta_capi,4,0,8.3,47701,0.0486,14.14,0.971,123.91,4,0.8192,0,0,84.77,healthy
2025-04-04,google_analytics,4,0,7.05,117226,0.0202,17.89,0.9835,181.02,6,0.8018,0,0,81.8,healthy
2025-04-04,segment,4,0,8.73,28347,0.0375,18.13,0.9669,5.67,6,0.8464,0,0,87.64,healthy
2025-04-04,shopify,4,0,7.82,18842,0.0315,16.28,0.9837,31.22,3,0.7391,0,0,84.86,healthy
2025-04-04,stripe,4,0,8.61,4153,0.0311,25.83,0.9936,54.7,5,0.7385,0,0,89.12,healthy
2025-04-05,meta_capi,5,1,8.78,28682,0.0386,8.64,0.9779,79.07,4,0.884,0,0,88.52,healthy
2025-04-05,google_analytics,5,1,7.56,79529,0.0202,0.75,0.9857,171.2,4,0.8187,0,0,84.68,healthy
2025-04-05,segment,5,1,9.59,23030,0.0312,3.46,0.9678,13.48,6,0.9425,0,0,92.64,healthy
2025-04-05,shopify,5,1,8.93,15576,0.0321,26.98,0.9897,137.64,5,0.9122,0,0,90.44,healthy
2025-04-05,stripe,5,1,9.76,3046,0.0227,10.23,0.9827,23.79,5,0.8091,0,0,95.17,healthy
2025-04-06,meta_capi,6,1,8.74,36311,0.0341,5.55,0.977,52.0,5,0.8059,0,0,88.63,healthy
2025-04-06,google_analytics,6,1,7.75,58897,0.0307,35.63,0.9891,345.23,5,0.8353,0,0,84.63,healthy
2025-04-06,segment,6,1,9.68,17987,0.0214,15.47,0.9689,10.27,8,0.8323,0,0,93.9,healthy
2025-04-06,shopify,6,1,7.97,16189,0.0284,26.79,0.9661,17.87,7,0.8225,0,0,84.63,healthy
2025-04-06,stripe,6,1,9.39,3682,0.0256,8.64,0.9931,143.6,6,0.8883,0,0,93.45,healthy
2025-04-07,meta_capi,0,0,8.62,54421,0.023,19.06,0.9799,47.05,5,0.886,0,0,89.28,healthy
2025-04-07,google_analytics,0,0,7.38,112787,0.0934,3.56,0.9885,108.73,8,0.8717,0,0,76.17,healthy
2025-04-07,segment,0,0,9.4,28539,0.0209,6.28,0.9501,99.34,5,0.8208,0,0,91.93,healthy
2025-04-07,shopify,0,0,8.1,23430,0.0269,27.77,0.987,123.3,4,0.8008,0,0,86.79,healthy
2025-04-07,stripe,0,0,9.57,4949,0.0369,8.49,0.987,90.49,6,0.8505,0,0,92.92,healthy
2025-04-08,meta_capi,1,0,5.13,32832,0.1239,130.58,0.7791,1321.25,105,0.6165,1,2,34.68,degraded
2025-04-08,google_analytics,1,0,6.57,64238,0.0755,78.99,0.8871,631.76,54,0.6081,1,1,62.37,risk
2025-04-08,segment,1,0,8.85,27099,0.0402,16.6,0.967,66.92,6,0.91,0,0,87.97,healthy
2025-04-08,shopify,1,0,7.89,21749,0.0288,10.17,0.9889,62.35,7,0.9195,0,0,85.3,healthy
2025-04-08,stripe,1,0,9.62,4893,0.0351,3.74,0.9941,52.14,7,0.8099,0,0,93.62,healthy
2025-04-09,meta_capi,2,0,8.74,44909,0.0326,22.5,0.9744,95.32,3,0.7972,0,0,88.86,healthy
2025-04-09,google_analytics,2,0,8.24,107389,0.0224,4.1,0.9883,52.95,1,0.815,0,0,88.26,healthy
2025-04-09,segment,2,0,8.96,28062,0.0201,17.1,0.9613,15.85,3,0.8622,0,0,90.55,healthy
2025-04-09,shopify,2,0,7.5,22157,0.0367,7.67,0.9753,52.17,8,0.7777,0,0,81.82,healthy
2025-04-09,stripe,2,0,9.27,5904,0.0205,2.44,0.9911,85.75,3,0.8885,0,0,93.55,healthy
2025-04-10,meta_capi,3,0,8.52,58645,0.031,25.95,0.9799,78.09,4,0.8363,0,0,88.09,healthy
2025-04-10,google_analytics,3,0,6.91,105930,0.0219,30.88,0.9853,17.1,4,0.8475,0,0,81.2,healthy
2025-04-10,segment,3,0,7.45,33041,0.0214,11.88,0.966,9.37,4,0.8564,0,0,83.01,healthy
2025-04-10,shopify,3,0,7.73,20985,0.0244,23.33,0.9887,101.94,6,0.8647,0,0,85.06,healthy
2025-04-10,stripe,3,0,9.75,5517,0.0211,10.58,0.9866,275.14,10,0.808,0,0,94.96,healthy
2025-04-11,meta_capi,4,0,9.88,44766,0.0358,10.0,0.978,11.3,4,0.8347,0,0,94.31,healthy
2025-04-11,google_analytics,4,0,7.47,101764,0.028,6.61,0.987,336.73,5,0.8432,0,0,83.42,healthy
2025-04-11,segment,4,0,8.97,33310,0.0241,12.44,0.9689,135.48,4,0.8332,0,0,90.49,healthy
2025-04-11,shopify,4,0,8.31,17013,0.022,10.19,0.9896,21.81,9,0.836,0,0,87.95,healthy
2025-04-11,stripe,4,0,9.79,5019,0.0236,2.46,0.9933,47.16,3,0.881,0,0,95.98,healthy
2025-04-12,meta_capi,5,1,8.84,36923,0.0362,9.42,0.9778,11.47,8,0.8429,0,0,88.68,healthy
2025-04-12,google_analytics,5,1,7.16,79410,0.0217,5.38,0.9886,46.57,4,0.8708,0,0,82.67,healthy
2025-04-12,segment,5,1,9.07,17257,0.0381,10.76,0.9663,82.46,3,0.8239,0,0,89.57,healthy
2025-04-12,shopify,5,1,7.66,11959,0.0216,17.93,0.9849,152.67,5,0.8984,0,0,84.88,healthy
2025-04-12,stripe,5,1,9.11,4088,0.0305,1.42,0.9802,29.92,3,0.9305,0,0,91.23,healthy
2025-04-13,meta_capi,6,1,7.66,38819,0.0363,2.5,0.9777,46.74,4,0.794,0,0,83.14,healthy
2025-04-13,google_analytics,6,1,7.05,83606,0.0352,7.42,0.9857,242.3,9,0.8652,0,0,80.13,healthy
2025-04-13,segment,6,1,9.43,21896,0.0218,23.95,0.9636,9.01,3,0.8905,0,0,92.86,healthy
2025-04-13,shopify,6,1,9.07,14915,0.0381,3.64,0.9894,190.74,5,0.8947,0,0,90.52,healthy
2025-04-13,stripe,6,1,8.8,4099,0.0207,11.96,0.9905,105.76,6,0.9142,0,0,90.88,healthy
2025-04-14,meta_capi,0,0,8.66,57354,0.0257,50.98,0.977,15.41,6,0.7805,0,0,89.0,healthy
2025-04-14,google_analytics,0,0,8.02,97706,0.0266,22.57,0.9876,58.54,7,0.8156,0,0,86.1,healthy
2025-04-14,segment,0,0,9.07,30926,0.0304,0.45,0.9652,71.23,3,0.864,0,0,90.28,healthy
2025-04-14,shopify,0,0,7.56,16421,0.0204,18.94,0.9861,71.07,3,0.7298,0,0,84.77,healthy
2025-04-14,stripe,0,0,9.01,5290,0.0305,26.1,0.9923,7.59,4,0.8085,0,0,91.21,healthy
2025-04-15,meta_capi,1,0,8.54,58415,0.0546,11.67,0.9769,290.07,3,0.8244,0,0,85.78,healthy
2025-04-15,google_analytics,1,0,8.64,94270,0.0218,10.51,0.9811,109.07,4,0.7883,0,0,89.67,healthy
2025-04-15,segment,1,0,9.12,30360,0.0203,4.25,0.9669,99.02,4,0.8951,0,0,91.5,healthy
2025-04-15,shopify,1,0,8.41,23925,0.0233,10.34,0.988,58.09,5,0.9036,0,0,88.64,healthy
2025-04-15,stripe,1,0,8.89,5024,0.0482,0.73,0.9928,194.19,6,0.7939,0,0,88.68,healthy
2025-04-16,meta_capi,2,0,8.15,45245,0.0257,2.56,0.9653,145.61,9,0.8473,0,0,85.56,healthy
2025-04-16,google_analytics,2,0,6.63,80841,0.0328,0.5,0.9855,77.48,6,0.8611,0,0,78.56,healthy
2025-04-16,segment,2,0,8.3,24492,0.0243,4.62,0.9642,297.18,3,0.9352,0,0,87.0,healthy
2025-04-16,shopify,2,0,8.51,21180,0.0547,18.77,0.9771,72.8,3,0.8751,0,0,85.65,healthy
2025-04-16,stripe,2,0,9.48,5901,0.0248,8.28,0.9887,92.58,4,0.7798,0,0,93.95,healthy
2025-04-17,meta_capi,3,0,8.17,41601,0.0264,0.15,0.9796,164.83,8,0.8805,0,0,86.41,healthy
2025-04-17,google_analytics,3,0,7.74,119230,0.0217,3.84,0.9888,157.28,3,0.8864,0,0,85.67,healthy
2025-04-17,segment,3,0,9.52,30655,0.0432,39.09,0.97,7.84,6,0.8296,0,0,91.16,healthy
2025-04-17,shopify,3,0,7.98,16688,0.0282,10.48,0.9892,58.35,3,0.7623,0,0,86.24,healthy
2025-04-17,stripe,3,0,9.06,4105,0.0341,46.57,0.9936,39.09,3,0.9202,0,0,91.27,healthy
2025-04-18,meta_capi,4,0,7.47,48404,0.0283,0.09,0.9796,213.08,4,0.9045,0,0,83.1,healthy
2025-04-18,google_analytics,4,0,7.32,106766,0.0253,9.54,0.9897,21.2,7,0.8607,0,0,82.84,healthy
2025-04-18,segment,4,0,9.07,30401,0.0291,6.84,0.9618,74.08,4,0.8885,0,0,90.15,healthy
2025-04-18,shopify,4,0,7.61,16290,0.0211,19.56,0.9889,46.41,5,0.8905,0,0,84.9,healthy
2025-04-18,stripe,4,0,9.72,5385,0.0281,18.04,0.9923,14.9,6,0.8263,0,0,94.81,healthy
2025-04-19,meta_capi,5,1,8.88,34924,0.0425,4.67,0.9774,228.87,6,0.8827,0,0,88.39,healthy
2025-04-19,google_analytics,5,1,6.74,64975,0.0215,5.27,0.9858,58.31,6,0.8248,0,0,80.23,healthy
2025-04-19,segment,5,1,9.55,18869,0.0207,2.12,0.9602,100.45,6,0.8226,0,0,93.08,healthy
2025-04-19,shopify,5,1,8.3,11607,0.0356,3.68,0.9843,162.56,8,0.746,0,0,86.38,healthy
2025-04-19,stripe,5,1,10.0,4101,0.0279,16.25,0.9833,10.37,5,0.8415,0,0,95.88,healthy
2025-04-20,meta_capi,6,1,8.12,38811,0.0208,26.37,0.9772,90.65,2,0.8011,0,0,87.18,healthy
2025-04-20,google_analytics,6,1,7.41,62260,0.0471,6.34,0.9891,82.82,1,0.9186,0,0,81.7,healthy
2025-04-20,segment,6,1,9.09,24039,0.0265,78.22,0.9643,7.7,5,0.8017,0,0,88.68,healthy
2025-04-20,shopify,6,1,6.63,13436,0.0734,64.94,0.8891,517.92,57,0.8097,1,1,64.07,risk
2025-04-20,stripe,6,1,8.97,3401,0.0234,20.02,0.992,453.56,3,0.8714,0,0,91.83,healthy
2025-04-21,meta_capi,0,0,8.81,58774,0.0364,28.51,0.976,174.81,4,0.8688,0,0,88.8,healthy
