campaign_id,date,day_of_week,platform,objective,daily_budget,bid_strategy,audience_size,geo_regions,age_range_width,interests_count,lookalike_used,retargeting,creative_count,video_creative,creative_age_days,spend,impressions,clicks,ctr,cpc,conversions,cvr,revenue,roas,cpa,cpm,landing_page_score,relevance_score
CAMP_00041,2025-12-24,2,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,374.49,26050,1698,6.52,0.22,21.42,1.261,2796.35,7.4672,17.48,14.38,8.48,6.31
CAMP_00041,2025-12-25,3,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,432.6,30257,721,2.3855,0.6,5.9,0.8177,600.23,1.3875,73.3,14.3,7.0,8.87
CAMP_00041,2025-12-26,4,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,394.44,41044,1965,4.7887,0.2,9.66,0.4914,962.05,2.439,40.84,9.61,9.95,7.53
CAMP_00041,2025-12-27,5,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,546.87,99253,6290,6.3382,0.09,22.51,0.3578,1425.69,2.607,24.29,5.51,6.54,4.98
CAMP_00041,2025-12-28,6,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,392.14,60309,1240,2.0563,0.32,5.25,0.4237,68.84,0.1755,74.62,6.5,6.31,8.13
CAMP_00041,2025-12-29,0,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,437.97,55918,1552,2.7764,0.28,8.63,0.5559,380.25,0.8682,50.75,7.83,9.79,7.18
CAMP_00041,2025-12-30,1,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,421.72,53909,2924,5.4254,0.14,13.41,0.4584,296.01,0.7019,31.45,7.82,6.77,5.3
CAMP_00041,2025-12-31,2,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,373.86,31215,1950,6.2477,0.19,29.44,1.5093,933.49,2.4969,12.7,11.98,9.85,6.38
CAMP_00041,2026-01-01,3,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,447.06,43291,2727,6.2996,0.16,41.12,1.5079,3969.99,8.8801,10.87,10.33,7.06,7.67
CAMP_00041,2026-01-02,4,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,387.45,54797,1904,3.476,0.2,13.73,0.7208,580.73,1.4989,28.22,7.07,6.13,4.31
CAMP_00041,2026-01-03,5,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,545.52,73111,5107,6.986,0.11,13.87,0.2716,1087.88,1.9942,39.33,7.46,8.95,4.9
CAMP_00041,2026-01-04,6,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,392.13,28994,604,2.0862,0.65,9.65,1.5947,1979.59,5.0482,40.65,13.52,7.73,4.19
CAMP_00041,2026-01-05,0,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,386.31,33413,1553,4.6507,0.25,11.26,0.7248,541.95,1.4029,34.3,11.56,5.16,7.99
CAMP_00041,2026-01-06,1,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,469.36,56808,3487,6.1386,0.13,32.95,0.9448,1757.76,3.7451,14.25,8.26,9.75,6.48
CAMP_00041,2026-01-07,2,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,408.43,50427,3400,6.7428,0.12,35.44,1.0423,1630.33,3.9917,11.52,8.1,7.31,9.56
CAMP_00041,2026-01-08,3,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,374.04,36714,1179,3.2134,0.32,6.96,0.5901,306.16,0.8185,53.73,10.19,7.96,5.63
CAMP_00041,2026-01-09,4,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,474.42,43234,1387,3.2088,0.34,3.71,0.2673,115.13,0.2427,127.94,10.97,5.69,5.71
CAMP_00041,2026-01-10,5,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,409.97,43186,2258,5.2286,0.18,22.52,0.9972,973.99,2.3757,18.21,9.49,6.65,9.12
CAMP_00041,2026-01-11,6,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,428.53,60659,2760,4.5504,0.16,38.65,1.4002,3256.9,7.6002,11.09,7.06,9.98,9.69
CAMP_00041,2026-01-12,0,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,362.38,26131,970,3.7133,0.37,12.84,1.3235,191.94,0.5297,28.22,13.87,5.7,4.23
CAMP_00041,2026-01-13,1,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,495.48,35990,863,2.4005,0.57,1.71,0.1982,266.0,0.5369,289.31,13.77,9.46,7.59
CAMP_00041,2026-01-14,2,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,467.04,37621,1407,3.7425,0.33,8.9,0.6323,277.11,0.5933,52.46,12.41,9.55,6.22
CAMP_00041,2026-01-15,3,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,499.11,46045,2247,4.8804,0.22,13.15,0.5851,739.0,1.4806,37.96,10.84,9.31,9.16
CAMP_00041,2026-01-16,4,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,468.57,64255,4408,6.8613,0.11,32.41,0.7351,1144.23,2.442,14.46,7.29,9.18,8.57
CAMP_00041,2026-01-17,5,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,503.5,42681,2573,6.0286,0.2,38.64,1.5016,466.27,0.9261,13.03,11.8,9.95,8.13
CAMP_00041,2026-01-18,6,google,traffic,500,lowest_cost,3257028,6,20,13,1,0,4,0,17,399.0,38583,2508,6.501,0.16,37.27,1.4857,2859.3,7.1662,10.71,10.34,9.28,4.98
CAMP_00042,2025-12-20,5,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,500.46,84504,550,0.6514,0.91,32.79,5.9562,1547.14,3.0914,15.26,5.92,7.86,7.48
CAMP_00042,2025-12-21,6,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,391.03,55640,700,1.2586,0.56,98.24,14.0281,14708.84,37.6158,3.98,7.03,7.38,4.14
CAMP_00042,2025-12-22,0,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,466.48,129208,1973,1.5271,0.24,273.65,13.8684,33311.27,71.4093,1.7,3.61,8.4,7.91
CAMP_00042,2025-12-23,1,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,383.29,63650,922,1.4494,0.42,110.34,11.9609,2849.51,7.4343,3.47,6.02,6.37,9.34
CAMP_00042,2025-12-24,2,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,414.68,50102,386,0.7722,1.07,37.96,9.8097,4529.98,10.9241,10.93,8.28,9.28,7.36
CAMP_00042,2025-12-25,3,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,368.99,54182,781,1.4431,0.47,81.59,10.4342,2872.32,7.7842,4.52,6.81,8.66,9.14
CAMP_00042,2025-12-26,4,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,386.76,55036,377,0.6863,1.02,31.73,8.3997,755.27,1.9528,12.19,7.03,9.78,7.41
CAMP_00042,2025-12-27,5,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,524.63,59698,559,0.9371,0.94,73.67,13.1679,7776.98,14.8238,7.12,8.79,8.32,7.09
CAMP_00042,2025-12-28,6,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,516.3,64151,684,1.0671,0.75,94.3,13.7755,3809.39,7.3783,5.48,8.05,7.15,6.76
CAMP_00042,2025-12-29,0,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,389.53,57280,700,1.2224,0.56,32.89,4.698,1926.47,4.9456,11.84,6.8,9.75,7.82
CAMP_00042,2025-12-30,1,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,477.66,126789,1401,1.1055,0.34,63.04,4.4972,5448.67,11.407,7.58,3.77,8.54,4.49
CAMP_00042,2025-12-31,2,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,360.78,40576,502,1.2375,0.72,34.2,6.8109,4210.55,11.6706,10.55,8.89,7.36,7.93
CAMP_00042,2026-01-01,3,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,466.21,51476,450,0.8759,1.03,21.94,4.8654,165.82,0.3557,21.25,9.06,6.93,9.33
CAMP_00042,2026-01-02,4,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,361.59,46930,288,0.614,1.25,30.18,10.4717,1014.5,2.8057,11.98,7.7,6.14,9.78
CAMP_00042,2026-01-03,5,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,399.14,43139,508,1.1779,0.79,34.05,6.7011,3160.99,7.9195,11.72,9.25,7.28,7.09
CAMP_00042,2026-01-04,6,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,421.76,68109,964,1.4164,0.44,21.6,2.2387,3326.98,7.8883,19.53,6.19,8.3,9.5
CAMP_00042,2026-01-05,0,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,402.77,45097,403,0.8954,1.0,28.03,6.9421,542.22,1.3462,14.37,8.93,6.58,9.74
CAMP_00042,2026-01-06,1,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,474.58,70092,1064,1.519,0.45,41.28,3.8769,4167.08,8.7806,11.5,6.77,7.44,8.8
CAMP_00042,2026-01-07,2,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,392.07,63035,498,0.7902,0.79,43.23,8.6785,2342.2,5.9739,9.07,6.22,9.1,4.72
CAMP_00042,2026-01-08,3,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,362.17,54886,577,1.0523,0.63,78.71,13.6287,4126.42,11.3937,4.6,6.6,8.58,4.53
CAMP_00042,2026-01-09,4,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,450.89,93084,1303,1.4005,0.35,141.04,10.8183,13397.04,29.7123,3.2,4.84,6.79,9.75
CAMP_00042,2026-01-10,5,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,387.1,52360,359,0.6863,1.08,45.88,12.7671,7119.2,18.391,8.44,7.39,7.33,5.91
CAMP_00042,2026-01-11,6,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,544.31,68242,928,1.3607,0.59,50.54,5.4423,7017.62,12.8926,10.77,7.98,8.54,6.96
CAMP_00042,2026-01-12,0,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,422.53,42895,273,0.6387,1.54,14.32,5.226,417.46,0.988,29.51,9.85,5.66,5.96
CAMP_00042,2026-01-13,1,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,489.65,75783,402,0.5306,1.22,36.97,9.1953,4425.26,9.0376,13.24,6.46,9.77,9.13
CAMP_00042,2026-01-14,2,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,350.81,55607,368,0.6625,0.95,12.77,3.4668,785.38,2.2388,27.47,6.31,8.4,6.87
CAMP_00042,2026-01-15,3,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,430.95,69589,802,1.1529,0.54,76.37,9.5188,6556.85,15.2148,5.64,6.19,7.13,9.52
CAMP_00042,2026-01-16,4,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,415.54,51702,738,1.4283,0.56,25.71,3.4815,1793.87,4.317,16.16,8.04,6.94,6.01
CAMP_00042,2026-01-17,5,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,437.87,45161,278,0.6161,1.57,22.56,8.1075,14293.57,32.6436,19.41,9.7,6.51,7.74
CAMP_00042,2026-01-18,6,tiktok,conversions,500,lowest_cost,474481,6,20,14,0,1,1,0,18,446.7,46945,507,1.0803,0.88,62.91,12.4051,4570.54,10.2317,7.1,9.52,6.53,6.69
CAMP_00043,2025-12-20,5,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,524.61,42367,2382,5.6235,0.22,69.24,2.9061,6191.22,11.8015,7.58,12.38,8.54,6.77
CAMP_00043,2025-12-21,6,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,539.16,74535,2135,2.8646,0.25,182.13,8.5301,2598.92,4.8203,2.96,7.23,9.21,8.79
CAMP_00043,2025-12-22,0,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,482.63,70993,3509,4.944,0.14,146.46,4.1728,1047.86,2.1712,3.3,6.8,5.76,8.91
CAMP_00043,2025-12-23,1,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,405.48,53875,3078,5.7147,0.13,81.9,2.6602,677.3,1.6704,4.95,7.53,6.08,4.27
CAMP_00043,2025-12-24,2,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,426.73,48199,2947,6.1152,0.14,257.43,8.7339,24190.57,56.6884,1.66,8.85,7.73,5.61
CAMP_00043,2025-12-25,3,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,495.77,47397,1044,2.2026,0.47,96.29,9.2233,2553.63,5.1509,5.15,10.46,5.97,6.13
CAMP_00043,2025-12-26,4,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,377.22,30311,631,2.0831,0.6,12.22,1.9354,664.92,1.7627,30.87,12.44,7.97,7.82
CAMP_00043,2025-12-27,5,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,430.29,47139,946,2.0072,0.45,47.83,5.0553,1423.37,3.308,9.0,9.13,6.67,4.82
CAMP_00043,2025-12-28,6,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,543.66,82546,3570,4.3255,0.15,338.38,9.4769,25805.27,47.4661,1.61,6.59,9.97,7.24
CAMP_00043,2025-12-29,0,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,378.35,48421,2486,5.1355,0.15,183.9,7.3952,4602.53,12.1647,2.06,7.81,5.23,7.23
CAMP_00043,2025-12-30,1,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,414.71,30646,1364,4.4515,0.3,103.8,7.6086,3911.02,9.4307,4.0,13.53,6.03,9.98
CAMP_00043,2025-12-31,2,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,498.88,97862,6084,6.2173,0.08,584.29,9.6032,31580.44,63.3033,0.85,5.1,6.39,9.31
CAMP_00043,2026-01-01,3,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,447.22,33656,2056,6.1105,0.22,39.6,1.9256,2295.15,5.132,11.29,13.29,7.19,9.25
CAMP_00043,2026-01-02,4,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,378.13,29296,880,3.0054,0.43,76.91,8.7352,2870.68,7.5917,4.92,12.91,7.62,4.83
CAMP_00043,2026-01-03,5,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,409.27,31230,1425,4.5636,0.29,58.91,4.1336,11094.87,27.1086,6.95,13.11,7.98,4.19
CAMP_00043,2026-01-04,6,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,409.45,29299,1413,4.8257,0.29,23.99,1.6967,4058.9,9.9132,17.07,13.97,7.94,6.24
CAMP_00043,2026-01-05,0,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,361.26,34687,1961,5.6537,0.18,67.18,3.4255,341.49,0.9453,5.38,10.41,5.54,9.31
CAMP_00043,2026-01-06,1,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,443.59,81316,3488,4.2905,0.13,189.1,5.42,10282.03,23.1792,2.35,5.46,5.44,9.66
CAMP_00043,2026-01-07,2,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,478.82,40749,2580,6.332,0.19,172.77,6.6957,43321.15,90.475,2.77,11.75,5.93,6.52
CAMP_00043,2026-01-08,3,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,383.38,65225,3049,4.675,0.13,119.85,3.9303,17404.72,45.3985,3.2,5.88,6.74,4.04
CAMP_00043,2026-01-09,4,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,383.69,29630,1880,6.3449,0.2,45.7,2.4309,1071.67,2.7931,8.4,12.95,9.63,8.45
CAMP_00043,2026-01-10,5,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,417.97,54835,2321,4.2332,0.18,169.11,7.2852,1794.68,4.2938,2.47,7.62,5.98,5.42
CAMP_00043,2026-01-11,6,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,548.53,45749,1931,4.2215,0.28,73.71,3.8164,4854.18,8.8494,7.44,11.99,5.37,9.96
CAMP_00043,2026-01-12,0,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,471.4,52936,1074,2.0295,0.44,53.08,4.9408,979.1,2.077,8.88,8.9,7.2,9.28
CAMP_00043,2026-01-13,1,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,473.6,71683,4191,5.8474,0.11,87.72,2.0926,5820.29,12.2895,5.4,6.61,9.26,8.38
CAMP_00043,2026-01-14,2,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,435.78,40924,952,2.3272,0.46,34.6,3.6332,4397.92,10.092,12.59,10.65,9.61,5.76
CAMP_00043,2026-01-15,3,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,404.03,41642,1832,4.4009,0.22,136.74,7.4615,22068.0,54.6197,2.95,9.7,9.08,9.06
CAMP_00043,2026-01-16,4,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,494.0,56214,1790,3.1858,0.28,121.39,6.7783,9786.36,19.8104,4.07,8.79,6.83,9.29
CAMP_00043,2026-01-17,5,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,422.95,61629,3606,5.8524,0.12,190.47,5.2808,25879.83,61.1894,2.22,6.86,8.04,7.61
CAMP_00043,2026-01-18,6,google,conversions,500,lowest_cost,532750,9,30,14,1,0,8,0,37,390.61,49385,3041,6.1582,0.13,79.61,2.6177,2991.68,7.659,4.91,7.91,8.97,8.95
CAMP_00044,2025-12-20,5,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,96.88,5560,87,1.5794,1.1,11.63,13.2459,144.13,1.4877,8.33,17.42,9.65,4.37
CAMP_00044,2025-12-21,6,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,86.89,11771,152,1.2962,0.57,31.54,20.6726,4769.69,54.8958,2.75,7.38,9.68,7.54
CAMP_00044,2025-12-22,0,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,98.83,5184,115,2.2311,0.85,8.35,7.2205,906.88,9.176,11.83,19.06,5.49,6.27
CAMP_00044,2025-12-23,1,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,76.64,9647,159,1.6485,0.48,9.52,5.983,332.26,4.3353,8.05,7.94,5.03,9.11
CAMP_00044,2025-12-24,2,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,93.15,11585,216,1.8675,0.43,40.54,18.7356,2010.9,21.5877,2.3,8.04,8.77,6.99
CAMP_00044,2025-12-25,3,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,77.86,8208,90,1.1006,0.86,11.84,13.105,762.67,9.7953,6.58,9.49,6.31,9.86
CAMP_00044,2025-12-26,4,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,88.25,4152,27,0.6716,3.16,5.42,19.4489,98.97,1.1215,16.27,21.25,6.43,8.75
CAMP_00044,2025-12-27,5,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,86.53,8225,182,2.224,0.47,14.63,7.9957,461.4,5.3323,5.92,10.52,5.4,8.76
CAMP_00044,2025-12-28,6,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,108.66,5900,48,0.8176,2.25,7.87,16.3102,1111.4,10.2287,13.81,18.41,8.54,5.18
CAMP_00044,2025-12-29,0,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,85.06,4267,91,2.1416,0.93,4.85,5.3057,170.01,1.9987,17.54,19.93,9.61,5.37
CAMP_00044,2025-12-30,1,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,90.17,11696,126,1.0787,0.71,15.79,12.5125,280.2,3.1073,5.71,7.71,6.19,5.01
CAMP_00044,2025-12-31,2,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,93.34,5969,103,1.7335,0.9,9.22,8.9077,583.36,6.2495,10.13,15.64,8.99,7.6
CAMP_00044,2026-01-01,3,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,87.82,6748,127,1.8945,0.69,21.71,16.9811,1069.87,12.1819,4.04,13.01,9.24,4.86
CAMP_00044,2026-01-02,4,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,75.2,5125,89,1.7409,0.84,8.23,9.2236,358.15,4.7624,9.14,14.67,7.28,8.87
CAMP_00044,2026-01-03,5,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,107.5,8706,64,0.7439,1.66,7.58,11.7079,1390.33,12.9336,14.18,12.35,9.52,5.37
CAMP_00044,2026-01-04,6,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,101.35,5464,91,1.6778,1.11,3.06,3.339,56.28,0.5553,33.11,18.55,8.59,8.67
CAMP_00044,2026-01-05,0,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,89.5,9235,218,2.3698,0.41,47.98,21.9235,7682.75,85.8379,1.87,9.69,8.54,8.17
CAMP_00044,2026-01-06,1,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,72.73,5548,78,1.4137,0.93,14.0,17.8447,1684.46,23.1615,5.2,13.11,5.6,8.75
CAMP_00044,2026-01-07,2,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,76.2,5394,75,1.3995,1.01,3.97,5.2536,156.86,2.0584,19.21,14.13,6.31,8.24
CAMP_00044,2026-01-08,3,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,74.18,8726,125,1.4409,0.59,17.3,13.7602,767.48,10.3456,4.29,8.5,5.68,6.53
CAMP_00044,2026-01-09,4,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,76.08,5318,38,0.7155,2.0,3.87,10.1673,82.03,1.0782,19.66,14.3,5.46,5.74
CAMP_00044,2026-01-10,5,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,82.8,5077,86,1.7049,0.96,9.68,11.187,533.07,6.4383,8.55,16.31,8.38,4.64
CAMP_00044,2026-01-11,6,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,91.45,5016,63,1.2612,1.45,4.65,7.3444,165.61,1.811,19.68,18.23,7.76,7.08
CAMP_00044,2026-01-12,0,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,88.85,8273,166,2.0071,0.54,23.28,14.02,2114.42,23.7984,3.82,10.74,9.46,9.84
CAMP_00044,2026-01-13,1,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,72.22,3885,81,2.1035,0.88,16.08,19.6731,1102.26,15.263,4.49,18.59,6.37,6.77
CAMP_00044,2026-01-14,2,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,74.27,4133,53,1.2848,1.4,13.04,24.5542,643.33,8.6617,5.7,17.97,9.17,5.7
CAMP_00044,2026-01-15,3,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,98.05,5761,53,0.9327,1.82,12.51,23.2827,580.58,5.9216,7.84,17.02,8.01,7.13
CAMP_00044,2026-01-16,4,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,89.38,11088,128,1.1604,0.69,22.59,17.5522,1104.29,12.3544,3.96,8.06,5.83,5.97
CAMP_00044,2026-01-17,5,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,77.33,5724,41,0.7198,1.88,6.65,16.1294,615.92,7.9646,11.64,13.51,5.72,5.25
CAMP_00044,2026-01-18,6,meta,app_installs,100,cost_cap,283102,5,30,10,0,1,6,0,59,103.77,8918,67,0.7619,1.53,16.05,23.6228,345.13,3.3261,6.46,11.63,6.22,8.85
CAMP_00045,2025-12-20,5,snapchat,traffic,250,cost_cap,1545103,6,40,7,1,0,2,0,17,249.47,14629,78,0.538,3.17,0.43,0.5495,34.44,0.138,576.91,17.05,7.83,8.89
CAMP_00045,2025-12-21,6,snapchat,traffic,250,cost_cap,1545103,6,40,7,1,0,2,0,17,253.85,15242,145,0.9531,1.75,0.96,0.6628,64.39,0.2536,263.64,16.65,9.62,4.2
CAMP_00045,2025-12-22,0,snapchat,traffic,250,cost_cap,1545103,6,40,7,1,0,2,0,17,178.62,23462,141,0.6048,1.26,0.59,0.4149,46.18,0.2585,303.39,7.61,5.78,8.09
CAMP_00045,2025-12-23,1,snapchat,traffic,250,cost_cap,1545103,6,40,7,1,0,2,0,17,176.71,11921,37,0.3117,4.76,0.31,0.8349,10.2,0.0577,569.64,14.82,6.06,6.11
CAMP_00045,2025-12-24,2,snapchat,traffic,250,cost_cap,1545103,6,40,7,1,0,2,0,17,244.11,35906,137,0.3841,1.77,0.8,0.5792,36.43,0.1493,305.56,6.8,5.74,4.65
CAMP_00045,2025-12-25,3,snapchat,traffic,250,cost_cap,1545103,6,40,7,1,0,2,0,17,241.46,36872,275,0.7471,0.88,2.3,0.8352,79.7,0.3301,104.95,6.55,8.84,7.87
CAMP_00045,2025-12-26,4,snapchat,traffic,250,cost_cap,1545103,6,40,7,1,0,2,0,17,208.25,31749,126,0.3989,1.64,0.44,0.345,55.66,0.2673,476.6,6.56,9.7,6.98
CAMP_00045,2025-12-27,5,snapchat,traffic,250,cost_cap,1545103,6,40,7,1,0,2,0,17,207.01,25748,72,0.2816,2.86,0.64,0.8821,20.44,0.0987,323.68,8.04,6.99,6.51
CAMP_00045,2025-12-28,6,snapchat,traffic,250,cost_cap,1545103,6,40,7,1,0,2,0,17,223.62,28759,128,0.4472,1.74,1.38,1.0734,295.45,1.3212,161.97,7.78,6.31,8.11
CAMP_00045,2025-12-29,0,snapchat,traffic,250,cost_cap,1545103,6,40,7,1,0,2,0,17,178.21,25847,250,0.9685,0.71,1.37,0.548,35.51,0.1993,129.92,6.89,6.14,4.33
CAMP_00045,2025-12-30,1,snapchat,traffic,250,cost_cap,1545103,6,40,7,1,0,2,0,17,206.79,12050,65,0.5461,3.14,0.22,0.3346,9.89,0.0478,939.25,17.16,8.45,9.38
CAMP_00045,2025-12-31,2,snapchat,traffic,250,cost_cap,1545103,6,40,7,1,0,2,0,17,181.08,11386,104,0.9168,1.73,1.37,1.3086,49.99,0.2761,132.56,15.9,9.14,7.8
CAMP_00045,2026-01-01,3,snapchat,traffic,250,cost_cap,1545103,6,40,7,1,0,2,0,17,205.15,11577,110,0.9558,1.85,0.23,0.2081,7.45,0.0363,890.66,17.72,8.54,9.59
CAMP_00045,2026-01-02,4,snapchat,traffic,250,cost_cap,1545103,6,40,7,1,0,2,0,17,213.3,18051,104,0.579,2.04,1.11,1.0606,133.84,0.6275,192.41,11.82,6.63,5.1
CAMP_00045,2026-01-03,5,snapchat,traffic,250,cost_cap,1545103,6,40,7,1,0,2,0,17,229.71,19327,160,0.8286,1.43,1.03,0.6435,106.97,0.4657,222.89,11.89,6.92,7.52
