date,platform,account_id,geo,currency,fx_to_usd,campaign_id,adset_id,ad_id,creative_id,audience_id,vertical,objective,funnel_stage,device,placement,bid_strategy,daily_budget,spend,spend_usd,impressions,clicks,ctr,cpm,cpc,conversions_total,leads,purchases,add_to_cart,initiate_checkout,revenue,revenue_usd,roas,video_views,video_2s_views,video_6s_views,engagements,installs,emq_score,pixel_health_score,signal_strength_score,creative_fatigue_score,budget_pacing_ratio,learning_phase,roas_alert,emq_degraded_flag,anomaly_flag,auto_resolve_applied,conv_1d_click,conv_7d_click,conv_1d_view,label_next_7d_roas,label_next_7d_conversions,predicted_ctr,predicted_cvr,predicted_roas,search_impr_share,quality_score,avg_position_est
2025-11-03,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,36.52,31.25,101.55,6866,89,0.01229,4.86,0.35,4,4,1,1,1,127.24,413.53,4.072,0,0,0,26,0,70.9,76.1,67,3,0.856,Learning,0,0,0,0,1,3,0,4.165,5,0.01258,0.02976,4.417,,,
2025-11-04,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,48.56,44.36,144.16,9476,108,0.01203,4.77,0.41,2,2,0,0,0,0.0,0.0,0.0,0,0,0,49,0,69.6,76.1,60,0,0.913,Learning,1,1,0,0,1,1,0,3.146,3,0.01124,0.02984,0.089,,,
2025-11-05,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,40.13,34.88,113.36,7477,91,0.01151,4.61,0.38,2,2,0,0,0,0.0,0.0,0.0,0,0,0,20,0,75.9,76.1,65,10,0.869,Learning,0,0,0,0,1,1,0,3.635,2,0.00972,0.02743,0.0,,,
2025-11-06,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,38.09,33.79,109.83,6654,74,0.01079,4.76,0.46,2,2,0,0,0,0.0,0.0,0.0,0,0,0,45,0,79.8,76.1,68,5,0.887,Learning,0,0,0,0,1,1,0,3.469,1,0.00934,0.02257,0.378,,,
2025-11-07,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,49.49,50.42,163.86,10670,108,0.01044,4.73,0.47,3,3,0,0,0,0.0,0.0,0.0,0,0,0,49,0,65.5,76.1,64,0,1.019,Learning,0,0,0,0,2,2,0,3.569,4,0.01302,0.02271,0.041,,,
2025-11-08,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,37.23,40.51,131.66,9101,115,0.01207,4.86,0.35,1,1,0,0,0,0.0,0.0,0.0,0,0,0,41,0,67.0,76.1,73,3,1.088,Limited,0,0,0,0,0,0,0,2.268,0,0.01269,0.02798,0.0,,,
2025-11-09,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,39.13,40.23,130.73,8255,91,0.01179,4.62,0.44,1,1,0,0,0,0.0,0.0,0.0,0,0,0,25,0,69.2,76.1,62,7,1.028,Limited,0,0,0,0,0,0,0,2.915,1,0.01013,0.02187,0.0,,,
2025-11-10,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,37.57,31.56,102.58,7098,75,0.01036,4.75,0.42,5,5,2,5,3,321.69,1045.48,10.192,0,0,0,26,0,62.3,76.1,73,12,0.84,Limited,0,0,0,0,3,3,0,3.164,6,0.00997,0.02267,8.434,,,
2025-11-11,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,42.89,40.01,130.03,8219,99,0.01317,4.65,0.4,3,3,0,0,0,0.0,0.0,0.0,0,0,0,38,0,75.9,76.1,71,13,0.933,Limited,0,0,0,0,2,2,0,2.031,2,0.01343,0.02853,0.0,,,
2025-11-12,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,39.88,37.33,121.31,8033,84,0.01033,4.68,0.44,3,3,0,0,0,0.0,0.0,0.0,0,0,0,24,0,67.7,76.1,77,4,0.936,Limited,1,0,0,0,2,2,0,3.131,4,0.00826,0.0193,0.001,,,
2025-11-13,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,37.35,41.22,133.95,9493,136,0.01316,4.62,0.3,1,1,0,0,0,0.0,0.0,0.0,0,0,0,48,0,69.8,76.1,73,13,1.104,Limited,0,0,0,0,0,0,0,3.345,0,0.0133,0.03004,0.0,,,
2025-11-14,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,36.0,39.29,127.69,7906,119,0.01342,4.88,0.33,3,3,1,2,1,56.81,184.62,1.446,0,0,0,51,0,70.5,76.1,78,17,1.091,Limited,0,0,0,0,1,2,0,2.833,2,0.01514,0.02933,1.299,,,
2025-11-15,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,40.17,41.85,136.0,10013,88,0.00909,4.58,0.48,4,4,0,0,0,0.0,0.0,0.0,0,0,0,37,0,68.0,76.1,74,23,1.042,Limited,0,0,0,0,2,3,0,3.266,2,0.00934,0.02394,0.157,,,
2025-11-16,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,41.34,47.01,152.78,10187,114,0.01004,4.7,0.41,2,2,0,0,0,0.0,0.0,0.0,0,0,0,26,0,72.0,76.1,71,13,1.137,Limited,0,0,0,0,1,1,0,3.091,2,0.00905,0.0184,0.203,,,
2025-11-17,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,41.35,41.48,134.82,9189,103,0.01001,4.72,0.4,3,3,0,0,0,0.0,0.0,0.0,0,0,0,42,0,61.2,76.1,71,22,1.003,Limited,0,0,0,0,2,2,0,2.557,2,0.0096,0.023,0.021,,,
2025-11-18,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,47.24,42.85,139.28,9520,86,0.01028,4.66,0.5,2,2,0,0,0,0.0,0.0,0.0,0,0,0,35,0,74.2,76.1,66,16,0.907,Limited,0,0,0,0,0,1,0,2.132,2,0.01004,0.02702,0.158,,,
2025-11-19,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,47.04,47.05,152.9,9386,89,0.01069,4.8,0.53,3,3,0,0,0,0.0,0.0,0.0,0,0,0,26,0,72.9,76.1,76,13,1.0,Limited,1,0,0,0,1,2,0,3.418,3,0.01132,0.02612,0.0,,,
2025-11-20,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,40.6,44.5,144.64,9446,77,0.00899,4.83,0.58,4,4,0,0,0,0.0,0.0,0.0,0,0,0,31,0,67.0,76.1,68,22,1.096,Limited,0,1,0,0,2,2,0,3.068,2,0.00948,0.02112,0.289,,,
2025-11-21,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,36.72,41.49,134.83,9683,99,0.01133,4.58,0.42,3,3,1,1,1,103.92,337.73,2.505,0,0,0,44,0,68.5,76.1,63,22,1.13,Limited,0,1,0,0,2,2,0,2.648,4,0.01083,0.02441,1.812,,,
2025-11-22,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,37.87,44.01,143.03,8561,77,0.00952,4.81,0.57,1,1,0,0,0,0.0,0.0,0.0,0,0,0,16,0,70.4,76.1,64,18,1.162,Limited,0,0,0,0,0,0,0,2.466,0,0.01188,0.02125,0.0,,,
2025-11-23,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,42.58,45.65,148.36,8609,98,0.01176,4.9,0.47,4,4,1,1,1,119.32,387.79,2.614,0,0,0,28,0,54.1,76.1,61,18,1.072,Limited,0,0,0,0,2,3,0,3.069,3,0.01215,0.02239,2.602,,,
2025-11-24,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,39.25,35.32,114.79,7389,70,0.01054,4.87,0.5,5,5,2,3,3,385.76,1253.7,10.922,0,0,0,40,0,71.5,76.1,63,22,0.9,Limited,0,0,0,0,2,3,1,2.744,5,0.01095,0.02837,8.107,,,
2025-11-25,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,37.91,33.95,110.32,6989,72,0.01135,4.9,0.47,0,0,0,0,0,0.0,0.0,0.0,0,0,0,40,0,77.6,76.1,62,17,0.896,Limited,0,0,0,0,0,0,0,2.84,0,0.01271,0.02234,0.0,,,
2025-11-26,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,46.98,42.79,139.08,8615,90,0.0105,4.92,0.48,1,1,0,0,0,0.0,0.0,0.0,0,0,0,35,0,53.1,76.1,69,29,0.911,Limited,0,1,0,0,0,0,0,1.845,1,0.01142,0.02676,0.0,,,
2025-11-27,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,38.4,36.78,119.52,7802,83,0.00958,4.94,0.44,1,1,0,0,0,0.0,0.0,0.0,0,0,0,23,0,69.0,76.1,70,27,0.958,Limited,0,1,0,0,0,0,0,2.357,0,0.00997,0.01748,0.0,,,
2025-11-28,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,49.9,52.5,170.62,11724,116,0.01109,4.59,0.45,2,2,0,0,0,0.0,0.0,0.0,0,0,0,62,0,68.3,76.1,59,28,1.052,Limited,0,0,0,0,1,1,0,2.145,1,0.01119,0.02603,0.355,,,
2025-11-29,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,40.84,39.72,129.1,9245,102,0.01081,4.68,0.39,5,5,2,2,2,237.86,773.05,5.988,0,0,0,28,0,63.1,76.1,66,29,0.973,Limited,0,0,0,0,3,3,0,3.014,4,0.01094,0.02552,5.099,,,
2025-11-30,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,35.29,35.13,114.18,7302,79,0.01025,4.81,0.44,2,2,0,0,0,0.0,0.0,0.0,0,0,0,19,0,71.0,76.1,65,26,0.996,Limited,1,0,0,1,1,1,0,3.303,1,0.01023,0.03038,0.278,,,
2025-12-01,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,48.97,51.91,168.7,10892,99,0.00882,4.68,0.52,3,3,1,1,1,83.79,272.32,1.614,0,0,0,21,0,73.9,76.1,62,21,1.06,Limited,0,0,0,0,1,2,0,2.822,1,0.00721,0.02941,1.649,,,
2025-12-02,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,43.87,45.16,146.76,8886,84,0.00865,4.89,0.54,2,2,0,0,0,0.0,0.0,0.0,0,0,0,21,0,62.3,76.1,61,29,1.029,Limited,0,0,0,0,1,1,0,3.686,1,0.00756,0.02389,0.0,,,
2025-12-03,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,42.25,40.53,131.73,8985,88,0.01008,4.64,0.46,2,2,0,0,0,0.0,0.0,0.0,0,0,0,36,0,67.4,76.1,76,31,0.959,Limited,0,0,0,0,1,1,0,2.825,2,0.00834,0.01734,0.0,,,
2025-12-04,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,37.27,38.68,125.72,8952,100,0.01072,4.63,0.39,2,2,0,0,0,0.0,0.0,0.0,0,0,0,40,0,78.2,76.1,73,34,1.038,Limited,0,0,0,0,0,1,0,3.451,1,0.00919,0.02184,0.0,,,
2025-12-05,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,46.55,47.46,154.24,9517,71,0.00672,4.79,0.67,0,0,0,0,0,0.0,0.0,0.0,0,0,0,28,0,82.0,76.1,63,35,1.02,Limited,0,0,0,0,0,0,0,2.82,0,0.00514,0.02074,0.0,,,
2025-12-06,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,50.0,58.99,191.72,11526,129,0.01125,4.72,0.46,3,3,0,0,0,0.0,0.0,0.0,0,0,0,53,0,71.5,76.1,75,29,1.18,Limited,0,0,0,0,1,2,0,3.097,2,0.00967,0.02125,0.0,,,
2025-12-07,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,41.96,44.33,144.06,9486,83,0.00936,4.79,0.53,3,3,0,0,0,0.0,0.0,0.0,0,0,0,34,0,68.0,76.1,73,43,1.056,Limited,0,1,0,0,1,2,0,2.868,3,0.00994,0.02145,0.243,,,
2025-12-08,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,44.49,50.14,162.94,9980,97,0.01037,4.72,0.52,2,2,0,0,0,0.0,0.0,0.0,0,0,0,5,0,73.8,76.1,71,37,1.127,Limited,0,0,0,0,1,1,0,2.59,2,0.00811,0.01994,0.0,,,
2025-12-09,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,38.47,35.63,115.81,7602,75,0.00898,4.89,0.48,0,0,0,0,0,0.0,0.0,0.0,0,0,0,22,0,72.5,76.1,62,36,0.926,Limited,0,0,0,0,0,0,0,2.052,0,0.00835,0.02136,0.0,,,
2025-12-10,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,43.55,42.11,136.87,9056,65,0.00815,4.68,0.65,2,2,0,0,0,0.0,0.0,0.0,0,0,0,32,0,64.3,76.1,70,39,0.967,Limited,1,0,0,0,1,1,0,3.003,1,0.00757,0.02092,0.0,,,
2025-12-11,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,35.06,38.55,125.28,8326,62,0.00817,4.74,0.62,3,3,1,1,1,7.41,24.09,0.192,0,0,0,11,0,63.3,76.1,75,42,1.1,Limited,1,0,0,0,1,2,0,2.408,2,0.00654,0.01735,0.379,,,
2025-12-12,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,40.31,45.87,149.09,10061,84,0.00776,4.6,0.55,1,1,0,0,0,0.0,0.0,0.0,0,0,0,37,0,63.4,76.1,71,43,1.138,Limited,0,1,0,0,0,0,0,2.143,0,0.00928,0.02067,0.203,,,
2025-12-13,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,40.37,43.62,141.78,9419,105,0.01008,4.72,0.42,3,3,0,0,0,0.0,0.0,0.0,0,0,0,60,0,62.5,76.1,56,47,1.08,Limited,1,0,0,1,1,2,0,2.822,3,0.00967,0.0215,0.101,,,
2025-12-14,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,40.69,40.99,133.23,9716,111,0.01074,4.63,0.37,5,5,1,1,1,183.84,597.49,4.485,0,0,0,43,0,76.2,76.1,75,12,1.007,Limited,0,0,0,0,1,3,0,3.276,5,0.00966,0.02653,4.116,,,
2025-12-15,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,41.0,43.92,142.75,9150,92,0.00932,4.65,0.48,1,1,0,0,0,0.0,0.0,0.0,0,0,0,43,0,75.8,76.1,65,22,1.071,Limited,1,0,0,0,0,0,0,3.291,1,0.00688,0.03094,0.0,,,
2025-12-16,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,44.18,39.18,127.33,8421,133,0.0153,4.88,0.29,6,6,0,0,0,0.0,0.0,0.0,0,0,0,51,0,66.4,76.1,64,18,0.887,Limited,0,1,0,0,3,5,0,2.936,6,0.01464,0.01884,0.0,,,
2025-12-17,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,46.45,42.21,137.18,9312,88,0.01034,4.82,0.48,2,2,0,0,0,0.0,0.0,0.0,0,0,0,27,0,76.5,76.1,67,16,0.909,Limited,1,0,0,1,1,1,0,3.037,1,0.00926,0.03262,0.0,,,
2025-12-18,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,49.34,54.86,178.3,12213,114,0.00859,4.78,0.48,3,3,1,2,1,99.55,323.54,1.815,0,0,0,40,0,70.9,76.1,61,13,1.112,Limited,0,0,0,0,1,2,0,2.712,1,0.0107,0.03054,2.302,,,
2025-12-19,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,42.05,48.67,158.16,10246,86,0.00878,4.77,0.57,2,2,0,0,0,0.0,0.0,0.0,0,0,0,37,0,86.6,76.1,66,17,1.157,Limited,1,0,0,0,1,1,0,2.686,3,0.00781,0.02922,0.0,,,
2025-12-20,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,39.59,46.02,149.57,10253,106,0.01057,4.94,0.43,3,3,0,0,0,0.0,0.0,0.0,0,0,0,39,0,72.8,76.1,69,29,1.162,Limited,1,0,0,1,1,2,0,3.55,4,0.00829,0.03067,0.584,,,
2025-12-21,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,36.15,34.6,112.46,7393,94,0.01159,4.91,0.37,1,1,0,0,0,0.0,0.0,0.0,0,0,0,49,0,60.8,76.1,66,22,0.957,Limited,0,0,0,0,0,0,0,2.019,0,0.01198,0.02892,0.195,,,
2025-12-22,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,42.37,48.71,158.3,9410,103,0.01098,4.78,0.47,3,3,1,2,1,87.65,284.87,1.8,0,0,0,56,0,73.8,76.1,68,21,1.15,Limited,0,0,0,0,2,2,0,3.319,4,0.01257,0.02652,1.135,,,
2025-12-23,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,39.27,41.61,135.23,9152,77,0.00846,4.75,0.54,0,0,0,0,0,0.0,0.0,0.0,0,0,0,28,0,68.7,76.1,77,29,1.06,Limited,0,0,0,0,0,0,0,2.925,0,0.00823,0.02938,0.276,,,
2025-12-24,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,38.24,34.23,111.23,6961,56,0.00786,4.61,0.61,1,1,0,0,0,0.0,0.0,0.0,0,0,0,16,0,75.1,76.1,79,27,0.895,Limited,0,0,0,0,0,0,0,3.028,0,0.00897,0.02215,0.0,,,
2025-12-25,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,47.33,53.13,172.66,10944,94,0.00912,4.86,0.57,4,4,0,0,0,0.0,0.0,0.0,0,0,0,42,0,70.9,76.1,75,26,1.122,Limited,0,0,0,0,2,2,0,2.67,3,0.00909,0.02664,0.0,,,
2025-12-26,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,36.95,40.17,130.56,8966,68,0.00801,4.76,0.59,1,1,0,0,0,0.0,0.0,0.0,0,0,0,18,0,71.3,76.1,72,23,1.087,Limited,1,0,0,1,0,0,0,2.773,0,0.00832,0.0263,0.028,,,
2025-12-27,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,39.07,42.3,137.47,9560,110,0.01084,4.56,0.38,1,1,0,0,0,0.0,0.0,0.0,0,0,0,38,0,63.5,76.1,72,30,1.083,Limited,0,0,0,0,0,0,0,2.754,1,0.01158,0.0193,0.125,,,
2025-12-28,Meta,act_5942859575,Kuwait,KWD,3.25,C_B17GW4D8,AS_TQ186KYO,AD_MRTJJPU7,CR_TFJGVQ4K,AU_P8HSSRRX,Retail,Leads,BOF,Tablet,Audience Network,Lowest Cost,46.71,54.05,175.66,11876,136,0.01037,4.85,0.4,3,3,0,0,0,0.0,0.0,0.0,0,0,0,46,0,73.2,76.1,66,29,1.157,Limited,0,0,0,0,2,2,0,2.602,4,0.0125,0.02012,0.0,,,
